VisitID	Start	End	Side	Bottle	SideCondition	SideError	TimeError	ConditionError	LickNumber	LickContactTime	LickDuration	AirState	DoorState	LED1State	LED2State	LED3State	LickStartTime
34	2026-01-08 10:09:51.346	2026-01-08 10:09:52.023	3	plain water	1	0	0	0	16	0.288	2.444345	0	0	0	0	0	2026-01-08 10:09:51.346
35	2026-01-08 10:12:42.600	2026-01-08 10:12:43.702	4	saccharin	1	0	0	0	11	0.198	2.093966	0	0	0	0	0	2026-01-08 10:12:42.600
36	2026-01-08 10:15:23.287	2026-01-08 10:15:23.804	7	plain water	1	0	0	0	15	0.27	2.100541	0	0	0	0	0	2026-01-08 10:15:23.287
37	2026-01-08 10:17:43.907	2026-01-08 10:17:48.497	7	plain water	1	0	0	0	13	0.234	2.388386	0	0	0	0	0	2026-01-08 10:17:43.907
38	2026-01-08 10:25:23.277	2026-01-08 10:25:23.631	6	saccharin	1	0	0	0	11	0.198	2.395769	0	0	0	0	0	2026-01-08 10:25:23.277
41	2026-01-08 10:39:17.053	2026-01-08 10:39:18.585	4	saccharin	1	0	0	0	15	0.27	2.694486	0	0	0	0	0	2026-01-08 10:39:17.053
43	2026-01-08 10:45:56.229	2026-01-08 10:45:56.792	4	saccharin	1	0	0	0	12	0.216	2.629676	0	0	0	0	0	2026-01-08 10:45:56.229
45	2026-01-08 10:57:59.153	2026-01-08 10:58:00.529	4	saccharin	1	0	0	0	14	0.252	2.110674	0	0	0	0	0	2026-01-08 10:57:59.153
46	2026-01-08 11:07:56.235	2026-01-08 11:07:57.749	6	saccharin	1	0	0	0	9	0.162	1.339202	0	0	0	0	0	2026-01-08 11:07:56.235
47	2026-01-08 11:15:19.062	2026-01-08 11:15:20.349	2	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
48	2026-01-08 11:18:35.497	2026-01-08 11:18:36.890	4	saccharin	1	0	0	0	8	0.144	1.329671	0	0	0	0	0	2026-01-08 11:18:35.497
49	2026-01-08 11:24:04.931	2026-01-08 11:24:05.849	8	saccharin	1	0	0	0	11	0.198	2.275178	0	0	0	0	0	2026-01-08 11:24:04.931
50	2026-01-08 11:28:47.201	2026-01-08 11:28:48.665	8	saccharin	1	0	0	0	14	0.252	2.185138	0	0	0	0	0	2026-01-08 11:28:47.201
51	2026-01-08 11:33:17.709	2026-01-08 11:33:19.488	4	saccharin	1	0	0	0	12	0.216	2.39491	0	0	0	0	0	2026-01-08 11:33:17.709
52	2026-01-08 11:49:52.671	2026-01-08 11:49:56.316	8	saccharin	1	0	0	0	14	0.252	2.502624	0	0	0	0	0	2026-01-08 11:49:52.671
53	2026-01-08 11:55:40.667	2026-01-08 11:55:41.591	6	saccharin	1	0	0	0	17	0.306	3.123292	0	0	0	0	0	2026-01-08 11:55:40.667
56	2026-01-08 11:57:23.283	2026-01-08 11:57:23.781	4	saccharin	1	0	0	0	11	0.198	2.248253	0	0	0	0	0	2026-01-08 11:57:23.283
57	2026-01-08 11:58:12.064	2026-01-08 11:58:13.054	8	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
58	2026-01-08 11:59:48.865	2026-01-08 11:59:49.763	8	saccharin	1	0	0	0	12	0.216	2.340886	0	0	0	0	0	2026-01-08 11:59:48.865
61	2026-01-08 12:10:25.757	2026-01-08 12:10:27.769	2	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
62	2026-01-08 12:14:50.745	2026-01-08 12:14:51.008	8	saccharin	1	0	0	0	10	0.18	1.826141	0	0	0	0	0	2026-01-08 12:14:50.745
63	2026-01-08 12:15:48.737	2026-01-08 12:15:49.551	8	saccharin	1	0	0	0	8	0.144	1.459409	0	0	0	0	0	2026-01-08 12:15:48.737
64	2026-01-08 12:16:24.645	2026-01-08 12:16:25.965	6	saccharin	1	0	0	0	11	0.198	2.095298	0	0	0	0	0	2026-01-08 12:16:24.645
65	2026-01-08 12:23:02.544	2026-01-08 12:23:03.319	2	saccharin	1	0	0	0	14	0.252	2.436195	0	0	0	0	0	2026-01-08 12:23:02.544
66	2026-01-08 12:23:05.705	2026-01-08 12:23:06.576	8	saccharin	1	0	0	0	12	0.216	2.285118	0	0	0	0	0	2026-01-08 12:23:05.705
67	2026-01-08 12:26:48.246	2026-01-08 12:26:48.959	4	saccharin	1	0	0	0	15	0.27	2.333079	0	0	0	0	0	2026-01-08 12:26:48.246
68	2026-01-08 12:31:39.205	2026-01-08 12:31:44.683	8	saccharin	1	0	0	0	15	0.27	2.134999	0	0	0	0	0	2026-01-08 12:31:39.205
69	2026-01-08 12:32:44.787	2026-01-08 12:32:45.756	6	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
70	2026-01-08 12:33:32.436	2026-01-08 12:33:32.636	6	saccharin	1	0	0	0	11	0.198	1.631849	0	0	0	0	0	2026-01-08 12:33:32.436
71	2026-01-08 12:33:36.189	2026-01-08 12:33:39.126	8	saccharin	1	0	0	0	15	0.27	2.10263	0	0	0	0	0	2026-01-08 12:33:36.189
72	2026-01-08 12:42:17.300	2026-01-08 12:42:17.655	8	saccharin	1	0	0	0	9	0.162	1.702467	0	0	0	0	0	2026-01-08 12:42:17.300
73	2026-01-08 12:58:48.203	2026-01-08 12:58:51.448	4	saccharin	1	0	0	0	12	0.216	2.381042	0	0	0	0	0	2026-01-08 12:58:48.203
74	2026-01-08 12:59:22.397	2026-01-08 12:59:22.873	6	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
75	2026-01-08 13:16:13.016	2026-01-08 13:16:14.035	3	plain water	1	0	0	0	9	0.162	1.750102	0	0	0	0	0	2026-01-08 13:16:13.016
78	2026-01-08 13:26:45.968	2026-01-08 13:26:46.948	6	saccharin	1	0	0	0	19	0.342	4.146821	0	0	0	0	0	2026-01-08 13:26:45.968
80	2026-01-08 13:33:56.886	2026-01-08 13:33:59.792	6	saccharin	1	0	0	0	12	0.216	2.535197	0	0	0	0	0	2026-01-08 13:33:56.886
82	2026-01-08 13:35:21.448	2026-01-08 13:35:24.420	2	saccharin	1	0	0	0	9	0.162	1.336148	0	0	0	0	0	2026-01-08 13:35:21.448
84	2026-01-08 13:37:28.732	2026-01-08 13:37:29.219	2	saccharin	1	0	0	0	10	0.18	1.707394	0	0	0	0	0	2026-01-08 13:37:28.732
85	2026-01-08 13:42:18.414	2026-01-08 13:42:19.015	8	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
87	2026-01-08 13:53:53.774	2026-01-08 13:53:54.880	8	saccharin	1	0	0	0	10	0.18	1.475633	0	0	0	0	0	2026-01-08 13:53:53.774
88	2026-01-08 13:54:41.605	2026-01-08 13:54:45.823	6	saccharin	1	0	0	0	12	0.216	2.030018	0	0	0	0	0	2026-01-08 13:54:41.605
89	2026-01-08 13:56:03.662	2026-01-08 13:56:04.614	6	saccharin	1	0	0	0	10	0.18	1.629885	0	0	0	0	0	2026-01-08 13:56:03.662
90	2026-01-08 14:01:37.665	2026-01-08 14:01:38.206	2	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
93	2026-01-08 14:18:48.001	2026-01-08 14:18:49.490	5	plain water	1	0	0	0	19	0.342	3.222767	0	0	0	0	0	2026-01-08 14:18:48.001
94	2026-01-08 14:21:28.004	2026-01-08 14:21:28.441	3	plain water	1	0	0	0	8	0.144	1.493896	0	0	0	0	0	2026-01-08 14:21:28.004
95	2026-01-08 14:24:54.907	2026-01-08 14:24:55.682	4	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
96	2026-01-08 14:27:40.135	2026-01-08 14:27:42.881	8	saccharin	1	0	0	0	14	0.252	2.842278	0	0	0	0	0	2026-01-08 14:27:40.135
98	2026-01-08 14:29:46.138	2026-01-08 14:29:48.116	3	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
99	2026-01-08 14:30:12.263	2026-01-08 14:30:13.398	2	saccharin	1	0	0	0	16	0.288	3.365812	0	0	0	0	0	2026-01-08 14:30:12.263
101	2026-01-08 14:34:42.775	2026-01-08 14:34:44.147	7	plain water	1	0	0	0	11	0.198	1.619766	0	0	0	0	0	2026-01-08 14:34:42.775
102	2026-01-08 14:35:21.539	2026-01-08 14:35:22.423	6	saccharin	1	0	0	0	14	0.252	2.234469	0	0	0	0	0	2026-01-08 14:35:21.539
103	2026-01-08 14:39:54.378	2026-01-08 14:39:55.335	2	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
104	2026-01-08 14:56:39.984	2026-01-08 14:56:42.493	8	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
105	2026-01-08 15:04:32.050	2026-01-08 15:04:32.879	8	saccharin	1	0	0	0	9	0.162	1.584418	0	0	0	0	0	2026-01-08 15:04:32.050
106	2026-01-08 15:08:43.625	2026-01-08 15:08:44.237	7	plain water	1	0	0	0	10	0.18	1.551977	0	0	0	0	0	2026-01-08 15:08:43.625
107	2026-01-08 15:13:00.023	2026-01-08 15:13:04.700	8	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
109	2026-01-08 15:42:33.709	2026-01-08 15:42:35.624	2	saccharin	1	0	0	0	15	0.27	2.434201	0	0	0	0	0	2026-01-08 15:42:33.709
111	2026-01-08 15:50:52.017	2026-01-08 15:50:53.853	8	saccharin	1	0	0	0	15	0.27	3.291259	0	0	0	0	0	2026-01-08 15:50:52.017
112	2026-01-08 15:54:18.185	2026-01-08 15:54:19.243	4	saccharin	1	0	0	0	12	0.216	2.414074	0	0	0	0	0	2026-01-08 15:54:18.185
113	2026-01-08 15:56:01.054	2026-01-08 15:56:02.596	6	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
114	2026-01-08 16:02:20.263	2026-01-08 16:02:23.667	2	saccharin	1	0	0	0	13	0.234	2.56875	0	0	0	0	0	2026-01-08 16:02:20.263
115	2026-01-08 16:12:18.545	2026-01-08 16:12:19.738	8	saccharin	1	0	0	0	9	0.162	1.285992	0	0	0	0	0	2026-01-08 16:12:18.545
117	2026-01-08 16:21:55.678	2026-01-08 16:21:58.691	6	saccharin	1	0	0	0	8	0.144	1.756746	0	0	0	0	0	2026-01-08 16:21:55.678
118	2026-01-08 16:29:37.119	2026-01-08 16:29:37.851	2	saccharin	1	0	0	0	9	0.162	1.574262	0	0	0	0	0	2026-01-08 16:29:37.119
121	2026-01-08 16:33:47.852	2026-01-08 16:33:49.355	8	saccharin	1	0	0	0	9	0.162	1.616325	0	0	0	0	0	2026-01-08 16:33:47.852
123	2026-01-08 16:54:55.950	2026-01-08 16:54:57.061	8	saccharin	1	0	0	0	12	0.216	2.548782	0	0	0	0	0	2026-01-08 16:54:55.950
124	2026-01-08 16:59:23.900	2026-01-08 16:59:31.103	6	saccharin	1	0	0	0	12	0.216	2.306529	0	0	0	0	0	2026-01-08 16:59:23.900
125	2026-01-08 17:01:39.036	2026-01-08 17:01:40.252	8	saccharin	1	0	0	0	15	0.27	2.754469	0	0	0	0	0	2026-01-08 17:01:39.036
126	2026-01-08 17:02:15.518	2026-01-08 17:02:16.068	1	plain water	1	0	0	0	11	0.198	2.098693	0	0	0	0	0	2026-01-08 17:02:15.518
127	2026-01-08 17:03:04.140	2026-01-08 17:03:06.940	2	saccharin	1	0	0	0	9	0.162	1.537078	0	0	0	0	0	2026-01-08 17:03:04.140
128	2026-01-08 17:05:27.967	2026-01-08 17:05:29.950	4	saccharin	1	0	0	0	15	0.27	2.918571	0	0	0	0	0	2026-01-08 17:05:27.967
129	2026-01-08 17:05:32.741	2026-01-08 17:05:34.297	6	saccharin	1	0	0	0	13	0.234	2.407293	0	0	0	0	0	2026-01-08 17:05:32.741
130	2026-01-08 17:14:54.850	2026-01-08 17:14:56.755	3	plain water	1	0	0	0	16	0.288	2.487185	0	0	0	0	0	2026-01-08 17:14:54.850
131	2026-01-08 17:15:37.016	2026-01-08 17:15:40.133	1	plain water	1	0	0	0	12	0.216	2.340073	0	0	0	0	0	2026-01-08 17:15:37.016
132	2026-01-08 17:16:22.970	2026-01-08 17:16:25.246	6	saccharin	1	0	0	0	12	0.216	2.103628	0	0	0	0	0	2026-01-08 17:16:22.970
133	2026-01-08 17:18:43.952	2026-01-08 17:18:44.902	2	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
134	2026-01-08 17:22:05.603	2026-01-08 17:22:06.538	4	saccharin	1	0	0	0	15	0.27	2.217678	0	0	0	0	0	2026-01-08 17:22:05.603
135	2026-01-08 17:28:13.942	2026-01-08 17:28:16.406	1	plain water	1	0	0	0	12	0.216	2.44584	0	0	0	0	0	2026-01-08 17:28:13.942
136	2026-01-08 17:32:03.692	2026-01-08 17:32:07.397	4	saccharin	1	0	0	0	15	0.27	3.235879	0	0	0	0	0	2026-01-08 17:32:03.692
137	2026-01-08 17:32:06.288	2026-01-08 17:32:07.740	2	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
138	2026-01-08 17:33:56.128	2026-01-08 17:33:56.328	4	saccharin	1	0	0	0	12	0.216	2.386201	0	0	0	0	0	2026-01-08 17:33:56.128
139	2026-01-08 17:34:47.189	2026-01-08 17:34:50.558	6	saccharin	1	0	0	0	9	0.162	1.714028	0	0	0	0	0	2026-01-08 17:34:47.189
140	2026-01-08 17:50:41.090	2026-01-08 17:50:44.192	6	saccharin	1	0	0	0	18	0.324	3.606886	0	0	0	0	0	2026-01-08 17:50:41.090
141	2026-01-08 17:51:56.023	2026-01-08 17:51:57.385	8	saccharin	1	0	0	0	7	0.126	1.203623	0	0	0	0	0	2026-01-08 17:51:56.023
142	2026-01-08 17:53:10.608	2026-01-08 17:53:15.996	2	saccharin	1	0	0	0	8	0.144	1.628749	0	0	0	0	0	2026-01-08 17:53:10.608
143	2026-01-08 17:56:48.225	2026-01-08 17:56:49.169	8	saccharin	1	0	0	0	12	0.216	2.226297	0	0	0	0	0	2026-01-08 17:56:48.225
144	2026-01-08 17:57:44.953	2026-01-08 17:57:45.469	8	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
145	2026-01-08 18:32:40.483	2026-01-08 18:32:43.429	2	saccharin	1	0	0	0	16	0.288	2.794999	0	0	0	0	0	2026-01-08 18:32:40.483
146	2026-01-08 18:38:23.035	2026-01-08 18:38:23.588	7	plain water	1	0	0	0	9	0.162	1.555278	0	0	0	0	0	2026-01-08 18:38:23.035
147	2026-01-08 19:05:22.787	2026-01-08 19:05:25.337	6	saccharin	1	0	0	0	9	0.162	1.461745	0	0	0	0	0	2026-01-08 19:05:22.787
149	2026-01-08 19:18:42.289	2026-01-08 19:18:42.489	2	saccharin	1	0	0	0	22	0.396	3.556248	0	0	0	0	0	2026-01-08 19:18:42.289
152	2026-01-08 20:55:34.407	2026-01-08 20:55:35.737	1	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
153	2026-01-08 20:59:47.463	2026-01-08 20:59:49.477	4	saccharin	1	0	0	0	9	0.162	1.611704	0	0	0	0	0	2026-01-08 20:59:47.463
154	2026-01-08 21:33:14.105	2026-01-08 21:33:16.027	5	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
155	2026-01-08 21:46:42.476	2026-01-08 21:46:42.833	2	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
156	2026-01-08 22:15:10.248	2026-01-08 22:15:11.379	4	saccharin	1	0	0	0	15	0.27	2.666764	0	0	0	0	0	2026-01-08 22:15:10.248
157	2026-01-08 22:36:29.887	2026-01-08 22:36:30.587	4	saccharin	1	0	0	0	14	0.252	2.166017	0	0	0	0	0	2026-01-08 22:36:29.887
160	2026-01-08 23:30:14.019	2026-01-08 23:30:15.714	1	plain water	1	0	0	0	11	0.198	1.620797	0	0	0	0	0	2026-01-08 23:30:14.019
161	2026-01-08 23:32:43.811	2026-01-08 23:32:45.086	2	saccharin	1	0	0	0	4	0.072	0.601124	0	0	0	0	0	2026-01-08 23:32:43.811
162	2026-01-08 23:47:07.417	2026-01-08 23:47:09.792	8	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
163	2026-01-08 23:59:14.339	2026-01-08 23:59:14.539	6	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
164	2026-01-09 00:11:52.361	2026-01-09 00:11:53.164	2	saccharin	1	0	0	0	7	0.126	1.138715	0	0	0	0	0	2026-01-09 00:11:52.361
165	2026-01-09 00:20:16.377	2026-01-09 00:20:18.110	4	saccharin	1	0	0	0	9	0.162	1.391067	0	0	0	0	0	2026-01-09 00:20:16.377
166	2026-01-09 00:37:30.635	2026-01-09 00:37:31.927	2	saccharin	1	0	0	0	11	0.198	1.699816	0	0	0	0	0	2026-01-09 00:37:30.635
167	2026-01-09 01:02:54.389	2026-01-09 01:02:55.098	4	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
168	2026-01-09 01:17:39.191	2026-01-09 01:17:41.380	2	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
169	2026-01-09 01:38:08.200	2026-01-09 01:38:09.806	8	saccharin	1	0	0	0	10	0.18	2.069694	0	0	0	0	0	2026-01-09 01:38:08.200
171	2026-01-09 02:07:29.880	2026-01-09 02:07:34.483	4	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
172	2026-01-09 02:11:28.909	2026-01-09 02:11:33.676	4	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
175	2026-01-09 03:20:27.843	2026-01-09 03:20:28.696	6	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
176	2026-01-09 03:53:40.908	2026-01-09 03:53:44.219	4	saccharin	1	0	0	0	19	0.342	4.022828	0	0	0	0	0	2026-01-09 03:53:40.908
177	2026-01-09 04:48:23.115	2026-01-09 04:48:23.672	8	saccharin	1	0	0	0	6	0.108	0.952254	0	0	0	0	0	2026-01-09 04:48:23.115
179	2026-01-09 06:01:47.146	2026-01-09 06:01:49.703	8	saccharin	1	0	0	0	10	0.18	2.143167	0	0	0	0	0	2026-01-09 06:01:47.146
180	2026-01-09 06:03:50.927	2026-01-09 06:03:52.528	8	saccharin	1	0	0	0	12	0.216	2.398403	0	0	0	0	0	2026-01-09 06:03:50.927
181	2026-01-09 06:08:03.572	2026-01-09 06:08:04.837	8	saccharin	1	0	0	0	7	0.126	0.98661	0	0	0	0	0	2026-01-09 06:08:03.572
182	2026-01-09 06:12:50.027	2026-01-09 06:12:52.085	6	saccharin	1	0	0	0	14	0.252	2.910587	0	0	0	0	0	2026-01-09 06:12:50.027
183	2026-01-09 06:22:37.461	2026-01-09 06:22:38.161	6	saccharin	1	0	0	0	10	0.18	1.692384	0	0	0	0	0	2026-01-09 06:22:37.461
184	2026-01-09 06:32:17.553	2026-01-09 06:32:18.315	5	plain water	1	0	0	0	14	0.252	2.404457	0	0	0	0	0	2026-01-09 06:32:17.553
185	2026-01-09 06:34:40.671	2026-01-09 06:34:42.215	4	saccharin	1	0	0	0	4	0.072	0.665018	0	0	0	0	0	2026-01-09 06:34:40.671
186	2026-01-09 06:40:24.634	2026-01-09 06:40:25.137	6	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
187	2026-01-09 06:47:53.974	2026-01-09 06:47:55.351	2	saccharin	1	0	0	0	9	0.162	1.35121	0	0	0	0	0	2026-01-09 06:47:53.974
188	2026-01-09 06:53:58.894	2026-01-09 06:54:00.593	4	saccharin	1	0	0	0	11	0.198	1.566757	0	0	0	0	0	2026-01-09 06:53:58.894
191	2026-01-09 07:08:39.017	2026-01-09 07:08:40.013	2	saccharin	1	0	0	0	12	0.216	1.872488	0	0	0	0	0	2026-01-09 07:08:39.017
192	2026-01-09 07:23:47.480	2026-01-09 07:23:54.097	4	saccharin	1	0	0	0	10	0.18	2.161364	0	0	0	0	0	2026-01-09 07:23:47.480
194	2026-01-09 07:31:38.385	2026-01-09 07:31:38.806	6	saccharin	1	0	0	0	11	0.198	2.245961	0	0	0	0	0	2026-01-09 07:31:38.385
195	2026-01-09 07:32:02.352	2026-01-09 07:32:04.289	6	saccharin	1	0	0	0	16	0.288	2.73661	0	0	0	0	0	2026-01-09 07:32:02.352
197	2026-01-09 07:35:38.473	2026-01-09 07:35:40.086	8	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
198	2026-01-09 07:36:09.432	2026-01-09 07:36:10.369	8	saccharin	1	0	0	0	11	0.198	1.971528	0	0	0	0	0	2026-01-09 07:36:09.432
199	2026-01-09 07:49:41.580	2026-01-09 07:49:42.268	6	saccharin	1	0	0	0	10	0.18	1.762259	0	0	0	0	0	2026-01-09 07:49:41.580
201	2026-01-09 07:52:47.305	2026-01-09 07:52:48.445	6	saccharin	1	0	0	0	13	0.234	2.428941	0	0	0	0	0	2026-01-09 07:52:47.305
202	2026-01-09 07:53:02.898	2026-01-09 07:53:05.147	4	saccharin	1	0	0	0	17	0.306	3.266553	0	0	0	0	0	2026-01-09 07:53:02.898
204	2026-01-09 07:57:36.493	2026-01-09 07:57:38.244	4	saccharin	1	0	0	0	14	0.252	2.833753	0	0	0	0	0	2026-01-09 07:57:36.493
206	2026-01-09 08:06:16.927	2026-01-09 08:06:18.575	8	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
207	2026-01-09 08:08:57.835	2026-01-09 08:08:59.144	4	saccharin	1	0	0	0	9	0.162	1.894519	0	0	0	0	0	2026-01-09 08:08:57.835
210	2026-01-09 08:20:27.753	2026-01-09 08:20:29.449	2	saccharin	1	0	0	0	8	0.144	1.580899	0	0	0	0	0	2026-01-09 08:20:27.753
212	2026-01-09 08:27:53.804	2026-01-09 08:27:55.095	8	saccharin	1	0	0	0	14	0.252	2.999152	0	0	0	0	0	2026-01-09 08:27:53.804
214	2026-01-09 08:49:47.130	2026-01-09 08:49:48.742	6	saccharin	1	0	0	0	11	0.198	2.182586	0	0	0	0	0	2026-01-09 08:49:47.130
215	2026-01-09 08:52:32.772	2026-01-09 08:52:35.673	2	saccharin	1	0	0	0	8	0.144	1.730581	0	0	0	0	0	2026-01-09 08:52:32.772
216	2026-01-09 08:53:29.649	2026-01-09 08:53:32.773	4	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
217	2026-01-09 08:55:12.782	2026-01-09 08:55:14.792	7	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
218	2026-01-09 08:59:12.758	2026-01-09 08:59:13.591	2	saccharin	1	0	0	0	10	0.18	2.021379	0	0	0	0	0	2026-01-09 08:59:12.758
219	2026-01-09 09:03:14.266	2026-01-09 09:03:15.455	6	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
