VisitID	Start	End	Side	SideCondition	SideError	TimeError	ConditionError	LickNumber	LickContactTime	LickDuration	AirState	DoorState	LED1State	LED2State	LED3State	LickStartTime
28	2026-01-09 22:01:33.343	2026-01-09 22:01:34.043	5	1	0	0	0	8	0.144	1.214213	0	0	0	0	0	2026-01-09 22:01:33.343
29	2026-01-09 22:01:46.647	2026-01-09 22:01:48.153	3	1	0	0	0	15	0.27	2.340609	0	0	0	0	0	2026-01-09 22:01:46.647
30	2026-01-10 00:52:00.890	2026-01-10 00:52:01.919	7	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
31	2026-01-10 02:31:58.101	2026-01-10 02:31:58.530	3	1	0	0	0	11	0.198	1.615759	0	0	0	0	0	2026-01-10 02:31:58.101
32	2026-01-10 06:52:55.541	2026-01-10 06:52:56.564	7	1	0	0	0	20	0.36	3.711518	0	0	0	0	0	2026-01-10 06:52:55.541
33	2026-01-10 07:13:19.149	2026-01-10 07:13:19.682	5	1	0	0	0	8	0.144	1.465514	0	0	0	0	0	2026-01-10 07:13:19.149
35	2026-01-10 07:53:29.029	2026-01-10 07:53:29.401	1	1	0	0	0	14	0.252	2.978376	0	0	0	0	0	2026-01-10 07:53:29.029
36	2026-01-08 09:16:12.687	2026-01-08 09:16:14.130	5	1	0	0	0	11	0.198	1.882682	0	0	0	0	0	2026-01-08 09:16:12.687
37	2026-01-08 09:19:05.649	2026-01-08 09:19:08.363	5	1	0	0	0	12	0.216	1.756119	0	0	0	0	0	2026-01-08 09:19:05.649
38	2026-01-08 09:22:39.775	2026-01-08 09:22:40.824	7	1	0	0	0	11	0.198	2.294629	0	0	0	0	0	2026-01-08 09:22:39.775
39	2026-01-08 09:56:02.806	2026-01-08 09:56:03.052	1	1	0	0	0	12	0.216	2.314128	0	0	0	0	0	2026-01-08 09:56:02.806
40	2026-01-08 10:23:06.541	2026-01-08 10:23:07.647	7	1	0	0	0	11	0.198	1.697725	0	0	0	0	0	2026-01-08 10:23:06.541
41	2026-01-08 10:30:37.408	2026-01-08 10:30:38.357	5	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
43	2026-01-08 13:10:02.328	2026-01-08 13:10:05.732	3	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
44	2026-01-08 17:18:00.060	2026-01-08 17:18:00.260	5	1	0	0	0	11	0.198	1.634881	0	0	0	0	0	2026-01-08 17:18:00.060
45	2026-01-08 17:28:14.698	2026-01-08 17:28:16.468	1	1	0	0	0	17	0.306	3.221951	0	0	0	0	0	2026-01-08 17:28:14.698
46	2026-01-09 06:57:08.842	2026-01-09 06:57:09.194	3	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
47	2026-01-09 07:41:41.567	2026-01-09 07:41:43.004	5	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
50	2026-01-09 12:24:43.220	2026-01-09 12:24:43.920	7	1	0	0	0	13	0.234	2.046021	0	0	0	0	0	2026-01-09 12:24:43.220
52	2026-01-09 14:44:54.721	2026-01-09 14:44:56.605	5	1	0	0	0	12	0.216	1.682913	0	0	0	0	0	2026-01-09 14:44:54.721
53	2026-01-09 16:05:13.013	2026-01-09 16:05:14.592	7	1	0	0	0	13	0.234	2.140157	0	0	0	0	0	2026-01-09 16:05:13.013
55	2026-01-09 18:40:46.764	2026-01-09 18:40:47.904	5	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
56	2026-01-09 22:20:45.624	2026-01-09 22:20:46.833	1	1	0	0	0	8	0.144	1.327087	0	0	0	0	0	2026-01-09 22:20:45.624
57	2026-01-10 02:13:25.981	2026-01-10 02:13:26.181	5	1	0	0	0	6	0.108	1.188538	0	0	0	0	0	2026-01-10 02:13:25.981
58	2026-01-10 02:45:21.815	2026-01-10 02:45:23.578	7	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
60	2026-01-10 03:04:35.590	2026-01-10 03:04:37.458	7	1	0	0	0	9	0.162	1.856451	0	0	0	0	0	2026-01-10 03:04:35.590
61	2026-01-10 07:04:50.988	2026-01-10 07:04:51.688	1	1	0	0	0	10	0.18	1.823377	0	0	0	0	0	2026-01-10 07:04:50.988
63	2026-01-08 08:02:26.606	2026-01-08 08:02:29.568	7	1	0	0	0	11	0.198	2.294765	0	0	0	0	0	2026-01-08 08:02:26.606
65	2026-01-08 10:38:29.169	2026-01-08 10:38:29.546	3	1	0	0	0	8	0.144	1.233905	0	0	0	0	0	2026-01-08 10:38:29.169
66	2026-01-08 10:51:13.718	2026-01-08 10:51:14.033	3	1	0	0	0	9	0.162	1.42635	0	0	0	0	0	2026-01-08 10:51:13.718
67	2026-01-08 11:58:21.304	2026-01-08 11:58:22.470	1	1	0	0	0	9	0.162	1.58577	0	0	0	0	0	2026-01-08 11:58:21.304
68	2026-01-08 12:12:20.148	2026-01-08 12:12:22.117	1	1	0	0	0	13	0.234	2.07957	0	0	0	0	0	2026-01-08 12:12:20.148
69	2026-01-08 13:54:23.346	2026-01-08 13:54:26.366	3	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
70	2026-01-08 15:29:07.270	2026-01-08 15:29:08.702	7	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
71	2026-01-08 15:55:34.868	2026-01-08 15:55:37.493	1	1	0	0	0	14	0.252	2.832516	0	0	0	0	0	2026-01-08 15:55:34.868
72	2026-01-08 16:47:30.192	2026-01-08 16:47:33.044	1	1	0	0	0	5	0.09	1.000756	0	0	0	0	0	2026-01-08 16:47:30.192
73	2026-01-08 20:04:58.247	2026-01-08 20:04:58.707	3	1	0	0	0	10	0.18	2.023203	0	0	0	0	0	2026-01-08 20:04:58.247
74	2026-01-09 06:39:59.735	2026-01-09 06:40:00.937	5	1	0	0	0	10	0.18	1.968437	0	0	0	0	0	2026-01-09 06:39:59.735
76	2026-01-09 06:41:59.697	2026-01-09 06:42:00.574	3	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
77	2026-01-09 06:48:20.995	2026-01-09 06:48:21.213	7	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
78	2026-01-09 07:02:11.737	2026-01-09 07:02:14.078	3	1	0	0	0	13	0.234	2.605942	0	0	0	0	0	2026-01-09 07:02:11.737
79	2026-01-09 07:53:10.174	2026-01-09 07:53:10.530	5	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
80	2026-01-09 07:58:43.415	2026-01-09 07:58:47.600	7	1	0	0	0	16	0.288	2.691774	0	0	0	0	0	2026-01-09 07:58:43.415
82	2026-01-09 09:05:00.176	2026-01-09 09:05:02.514	3	1	0	0	0	4	0.072	0.717392	0	0	0	0	0	2026-01-09 09:05:00.176
83	2026-01-09 10:31:51.219	2026-01-09 10:31:51.815	5	1	0	0	0	8	0.144	1.160388	0	0	0	0	0	2026-01-09 10:31:51.219
84	2026-01-09 13:00:11.696	2026-01-09 13:00:12.551	5	1	0	0	0	13	0.234	2.285116	0	0	0	0	0	2026-01-09 13:00:11.696
85	2026-01-09 13:12:15.720	2026-01-09 13:12:16.330	7	1	0	0	0	6	0.108	1.095998	0	0	0	0	0	2026-01-09 13:12:15.720
86	2026-01-09 13:26:08.401	2026-01-09 13:26:09.707	1	1	0	0	0	12	0.216	2.551124	0	0	0	0	0	2026-01-09 13:26:08.401
88	2026-01-09 15:23:48.412	2026-01-09 15:23:50.563	3	1	0	0	0	9	0.162	1.644631	0	0	0	0	0	2026-01-09 15:23:48.412
89	2026-01-09 15:48:51.006	2026-01-09 15:48:52.139	7	1	0	0	0	8	0.144	1.204567	0	0	0	0	0	2026-01-09 15:48:51.006
90	2026-01-09 18:24:52.987	2026-01-09 18:24:54.731	3	1	0	0	0	9	0.162	1.801931	0	0	0	0	0	2026-01-09 18:24:52.987
91	2026-01-09 18:45:50.442	2026-01-09 18:45:50.642	3	1	0	0	0	9	0.162	1.404646	0	0	0	0	0	2026-01-09 18:45:50.442
92	2026-01-09 21:27:38.363	2026-01-09 21:27:40.720	5	1	0	0	0	10	0.18	1.666682	0	0	0	0	0	2026-01-09 21:27:38.363
94	2026-01-10 07:04:22.998	2026-01-10 07:04:24.437	5	1	0	0	0	6	0.108	1.232302	0	0	0	0	0	2026-01-10 07:04:22.998
95	2026-01-10 07:29:59.605	2026-01-10 07:30:00.146	5	1	0	0	0	9	0.162	1.52914	0	0	0	0	0	2026-01-10 07:29:59.605
97	2026-01-08 09:18:44.647	2026-01-08 09:18:45.731	7	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
98	2026-01-08 10:02:47.023	2026-01-08 10:02:47.282	5	1	0	0	0	5	0.09	1.018494	0	0	0	0	0	2026-01-08 10:02:47.023
99	2026-01-08 10:26:08.191	2026-01-08 10:26:10.752	5	1	0	0	0	8	0.144	1.49186	0	0	0	0	0	2026-01-08 10:26:08.191
100	2026-01-08 10:36:22.740	2026-01-08 10:36:23.153	1	1	0	0	0	8	0.144	1.692716	0	0	0	0	0	2026-01-08 10:36:22.740
101	2026-01-08 12:51:56.415	2026-01-08 12:51:56.735	3	1	0	0	0	11	0.198	2.242796	0	0	0	0	0	2026-01-08 12:51:56.415
102	2026-01-08 13:15:09.761	2026-01-08 13:15:11.591	3	1	0	0	0	15	0.27	3.046912	0	0	0	0	0	2026-01-08 13:15:09.761
103	2026-01-08 15:13:33.248	2026-01-08 15:13:33.523	5	1	0	0	0	8	0.144	1.680596	0	0	0	0	0	2026-01-08 15:13:33.248
104	2026-01-08 15:26:58.501	2026-01-08 15:26:59.152	5	1	0	0	0	13	0.234	2.297019	0	0	0	0	0	2026-01-08 15:26:58.501
105	2026-01-08 18:11:10.702	2026-01-08 18:11:11.402	3	1	0	0	0	13	0.234	2.382315	0	0	0	0	0	2026-01-08 18:11:10.702
106	2026-01-08 18:13:18.048	2026-01-08 18:13:19.599	5	1	0	0	0	6	0.108	0.952395	0	0	0	0	0	2026-01-08 18:13:18.048
107	2026-01-08 22:25:01.186	2026-01-08 22:25:01.886	1	1	0	0	0	17	0.306	3.421094	0	0	0	0	0	2026-01-08 22:25:01.186
108	2026-01-08 23:01:31.487	2026-01-08 23:01:32.261	3	1	0	0	0	11	0.198	1.582077	0	0	0	0	0	2026-01-08 23:01:31.487
110	2026-01-09 06:04:27.726	2026-01-09 06:04:29.362	3	1	0	0	0	14	0.252	2.439771	0	0	0	0	0	2026-01-09 06:04:27.726
112	2026-01-09 08:19:17.533	2026-01-09 08:19:17.876	7	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
113	2026-01-09 09:30:28.578	2026-01-09 09:30:29.264	1	1	0	0	0	13	0.234	2.368899	0	0	0	0	0	2026-01-09 09:30:28.578
114	2026-01-09 09:40:11.315	2026-01-09 09:40:12.104	5	1	0	0	0	7	0.126	1.383432	0	0	0	0	0	2026-01-09 09:40:11.315
115	2026-01-09 09:51:11.574	2026-01-09 09:51:12.274	3	1	0	0	0	11	0.198	1.618708	0	0	0	0	0	2026-01-09 09:51:11.574
116	2026-01-09 10:38:45.661	2026-01-09 10:38:45.897	5	1	0	0	0	10	0.18	1.740862	0	0	0	0	0	2026-01-09 10:38:45.661
117	2026-01-09 10:42:11.109	2026-01-09 10:42:13.450	5	1	0	0	0	15	0.27	2.35512	0	0	0	0	0	2026-01-09 10:42:11.109
118	2026-01-09 11:06:24.191	2026-01-09 11:06:26.160	5	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
119	2026-01-09 11:06:29.122	2026-01-09 11:06:29.322	5	1	0	0	0	12	0.216	2.004177	0	0	0	0	0	2026-01-09 11:06:29.122
120	2026-01-09 13:13:02.704	2026-01-09 13:13:03.034	3	1	0	0	0	8	0.144	1.579053	0	0	0	0	0	2026-01-09 13:13:02.704
121	2026-01-09 14:29:50.552	2026-01-09 14:29:50.882	3	1	0	0	0	12	0.216	2.042683	0	0	0	0	0	2026-01-09 14:29:50.552
122	2026-01-09 15:25:42.023	2026-01-09 15:25:43.411	1	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
123	2026-01-09 16:13:02.124	2026-01-09 16:13:03.008	3	1	0	0	0	16	0.288	3.46691	0	0	0	0	0	2026-01-09 16:13:02.124
124	2026-01-09 20:45:56.067	2026-01-09 20:45:56.943	3	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
125	2026-01-10 06:01:02.972	2026-01-10 06:01:03.225	7	1	0	0	0	11	0.198	2.040913	0	0	0	0	0	2026-01-10 06:01:02.972
126	2026-01-10 06:14:47.717	2026-01-10 06:14:48.577	5	1	0	0	0	10	0.18	1.996317	0	0	0	0	0	2026-01-10 06:14:47.717
128	2026-01-08 09:11:42.735	2026-01-08 09:11:44.097	1	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
129	2026-01-08 10:36:28.646	2026-01-08 10:36:29.362	3	1	0	0	0	8	0.144	1.191424	0	0	0	0	0	2026-01-08 10:36:28.646
131	2026-01-08 12:14:27.358	2026-01-08 12:14:28.999	1	1	0	0	0	5	0.09	1.098659	0	0	0	0	0	2026-01-08 12:14:27.358
132	2026-01-08 12:26:27.907	2026-01-08 12:26:29.324	7	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
133	2026-01-08 13:50:38.826	2026-01-08 13:50:39.438	3	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
134	2026-01-08 14:01:12.012	2026-01-08 14:01:12.397	1	1	0	0	0	8	0.144	1.55234	0	0	0	0	0	2026-01-08 14:01:12.012
135	2026-01-08 17:23:20.698	2026-01-08 17:23:21.302	7	1	0	0	0	14	0.252	2.725443	0	0	0	0	0	2026-01-08 17:23:20.698
136	2026-01-08 17:24:10.549	2026-01-08 17:24:12.222	5	1	0	0	0	8	0.144	1.499008	0	0	0	0	0	2026-01-08 17:24:10.549
137	2026-01-08 17:50:16.705	2026-01-08 17:50:18.584	3	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
138	2026-01-08 17:52:28.480	2026-01-08 17:52:30.545	5	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
139	2026-01-08 18:10:42.541	2026-01-08 18:10:45.328	7	1	0	0	0	11	0.198	1.937595	0	0	0	0	0	2026-01-08 18:10:42.541
140	2026-01-08 21:43:23.471	2026-01-08 21:43:27.256	7	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
143	2026-01-09 06:17:23.946	2026-01-09 06:17:26.065	7	1	0	0	0	18	0.324	2.767011	0	0	0	0	0	2026-01-09 06:17:23.946
144	2026-01-09 07:21:15.491	2026-01-09 07:21:16.548	7	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
146	2026-01-09 11:31:08.895	2026-01-09 11:31:09.698	3	1	0	0	0	11	0.198	1.681872	0	0	0	0	0	2026-01-09 11:31:08.895
147	2026-01-09 12:55:19.037	2026-01-09 12:55:20.036	3	1	0	0	0	14	0.252	2.016731	0	0	0	0	0	2026-01-09 12:55:19.037
148	2026-01-09 17:07:26.676	2026-01-09 17:07:29.373	5	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
149	2026-01-09 17:49:54.219	2026-01-09 17:49:56.297	3	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
150	2026-01-09 23:33:54.792	2026-01-09 23:33:56.794	3	1	0	0	0	11	0.198	1.638227	0	0	0	0	0	2026-01-09 23:33:54.792
151	2026-01-10 00:43:14.761	2026-01-10 00:43:14.961	3	1	0	0	0	14	0.252	3.025191	0	0	0	0	0	2026-01-10 00:43:14.761
153	2026-01-10 01:46:17.386	2026-01-10 01:46:18.814	3	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
154	2026-01-10 02:55:28.534	2026-01-10 02:55:31.414	3	1	0	0	0	9	0.162	1.714752	0	0	0	0	0	2026-01-10 02:55:28.534
156	2026-01-08 08:16:28.596	2026-01-08 08:16:30.298	5	1	0	0	0	14	0.252	2.160926	0	0	0	0	0	2026-01-08 08:16:28.596
157	2026-01-08 10:03:53.386	2026-01-08 10:03:53.991	1	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
159	2026-01-08 13:00:02.309	2026-01-08 13:00:03.934	3	1	0	0	0	13	0.234	1.883306	0	0	0	0	0	2026-01-08 13:00:02.309
160	2026-01-08 13:07:54.074	2026-01-08 13:07:55.571	7	1	0	0	0	10	0.18	1.445134	0	0	0	0	0	2026-01-08 13:07:54.074
162	2026-01-08 14:48:27.044	2026-01-08 14:48:30.475	7	1	0	0	0	14	0.252	2.228263	0	0	0	0	0	2026-01-08 14:48:27.044
164	2026-01-08 23:00:40.072	2026-01-08 23:00:41.454	1	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
165	2026-01-08 23:43:05.013	2026-01-08 23:43:06.315	1	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
166	2026-01-09 00:56:46.580	2026-01-09 00:56:46.780	5	1	0	0	0	9	0.162	1.283608	0	0	0	0	0	2026-01-09 00:56:46.580
167	2026-01-09 06:52:59.298	2026-01-09 06:53:00.747	7	1	0	0	0	15	0.27	2.914055	0	0	0	0	0	2026-01-09 06:52:59.298
168	2026-01-09 07:48:27.499	2026-01-09 07:48:28.629	3	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
169	2026-01-09 08:49:21.719	2026-01-09 08:49:23.590	3	1	0	0	0	6	0.108	1.243588	0	0	0	0	0	2026-01-09 08:49:21.719
170	2026-01-09 09:07:03.466	2026-01-09 09:07:04.622	1	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
171	2026-01-09 10:51:01.615	2026-01-09 10:51:02.060	3	1	0	0	0	12	0.216	1.921666	0	0	0	0	0	2026-01-09 10:51:01.615
172	2026-01-09 11:10:20.890	2026-01-09 11:10:23.037	5	1	0	0	0	7	0.126	1.408965	0	0	0	0	0	2026-01-09 11:10:20.890
173	2026-01-09 11:50:57.445	2026-01-09 11:50:58.450	1	1	0	0	0	5	0.09	0.871136	0	0	0	0	0	2026-01-09 11:50:57.445
174	2026-01-09 12:53:29.502	2026-01-09 12:53:29.702	1	1	0	0	0	12	0.216	1.878303	0	0	0	0	0	2026-01-09 12:53:29.502
175	2026-01-09 13:16:12.898	2026-01-09 13:16:13.161	5	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
176	2026-01-09 14:08:52.614	2026-01-09 14:08:53.487	5	1	0	0	0	12	0.216	1.902116	0	0	0	0	0	2026-01-09 14:08:52.614
177	2026-01-09 15:37:29.712	2026-01-09 15:37:31.296	5	1	0	0	0	12	0.216	1.797332	0	0	0	0	0	2026-01-09 15:37:29.712
178	2026-01-09 17:09:48.656	2026-01-09 17:09:50.678	5	1	0	0	0	12	0.216	2.258805	0	0	0	0	0	2026-01-09 17:09:48.656
179	2026-01-09 20:14:58.985	2026-01-09 20:14:59.185	7	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
180	2026-01-09 21:43:44.833	2026-01-09 21:43:45.902	1	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
182	2026-01-10 06:05:51.385	2026-01-10 06:05:51.703	5	1	0	0	0	11	0.198	1.665771	0	0	0	0	0	2026-01-10 06:05:51.385
184	2026-01-10 07:26:25.583	2026-01-10 07:26:27.440	3	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
185	2026-01-08 09:22:02.653	2026-01-08 09:22:03.527	3	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
186	2026-01-08 11:42:32.608	2026-01-08 11:42:35.813	5	1	0	0	0	15	0.27	2.590413	0	0	0	0	0	2026-01-08 11:42:32.608
187	2026-01-08 11:42:45.341	2026-01-08 11:42:46.721	3	1	0	0	0	8	0.144	1.393375	0	0	0	0	0	2026-01-08 11:42:45.341
190	2026-01-08 13:37:30.310	2026-01-08 13:37:31.395	3	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
191	2026-01-08 16:38:30.016	2026-01-08 16:38:30.312	1	1	0	0	0	12	0.216	2.530938	0	0	0	0	0	2026-01-08 16:38:30.016
193	2026-01-08 17:16:34.102	2026-01-08 17:16:35.817	3	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
195	2026-01-09 00:49:56.659	2026-01-09 00:49:58.936	5	1	0	0	0	11	0.198	1.872122	0	0	0	0	0	2026-01-09 00:49:56.659
196	2026-01-09 06:28:50.476	2026-01-09 06:28:51.573	7	1	0	0	0	13	0.234	2.783886	0	0	0	0	0	2026-01-09 06:28:50.476
197	2026-01-09 06:57:47.708	2026-01-09 06:57:47.908	1	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
198	2026-01-09 07:43:00.263	2026-01-09 07:43:03.641	3	1	0	0	0	12	0.216	2.31316	0	0	0	0	0	2026-01-09 07:43:00.263
199	2026-01-09 08:18:55.431	2026-01-09 08:18:57.736	3	1	0	0	0	11	0.198	1.854093	0	0	0	0	0	2026-01-09 08:18:55.431
200	2026-01-09 08:25:58.628	2026-01-09 08:25:58.926	1	1	0	0	0	16	0.288	2.959219	0	0	0	0	0	2026-01-09 08:25:58.628
201	2026-01-09 10:01:45.250	2026-01-09 10:01:46.252	3	1	0	0	0	9	0.162	1.441016	0	0	0	0	0	2026-01-09 10:01:45.250
202	2026-01-09 10:44:55.098	2026-01-09 10:44:55.373	3	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
203	2026-01-09 12:26:33.989	2026-01-09 12:26:35.155	7	1	0	0	0	9	0.162	1.293207	0	0	0	0	0	2026-01-09 12:26:33.989
205	2026-01-09 13:30:40.029	2026-01-09 13:30:41.057	5	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
206	2026-01-09 13:52:55.375	2026-01-09 13:52:55.790	3	1	0	0	0	6	0.108	1.042819	0	0	0	0	0	2026-01-09 13:52:55.375
207	2026-01-09 13:53:47.128	2026-01-09 13:53:48.865	1	1	0	0	0	16	0.288	3.51802	0	0	0	0	0	2026-01-09 13:53:47.128
208	2026-01-09 13:59:23.463	2026-01-09 13:59:28.457	3	1	0	0	0	13	0.234	2.702274	0	0	0	0	0	2026-01-09 13:59:23.463
209	2026-01-09 16:15:45.760	2026-01-09 16:15:48.086	7	1	0	0	0	10	0.18	2.101116	0	0	0	0	0	2026-01-09 16:15:45.760
210	2026-01-09 19:03:19.940	2026-01-09 19:03:20.831	5	1	0	0	0	11	0.198	1.960853	0	0	0	0	0	2026-01-09 19:03:19.940
211	2026-01-09 20:07:44.640	2026-01-09 20:07:47.075	1	1	0	0	0	12	0.216	2.377786	0	0	0	0	0	2026-01-09 20:07:44.640
212	2026-01-09 23:13:45.671	2026-01-09 23:13:46.494	5	1	0	0	0	18	0.324	3.483643	0	0	0	0	0	2026-01-09 23:13:45.671
213	2026-01-09 23:47:48.130	2026-01-09 23:47:49.554	1	1	0	0	0	14	0.252	2.515212	0	0	0	0	0	2026-01-09 23:47:48.130
214	2026-01-10 07:49:08.771	2026-01-10 07:49:09.581	3	1	0	0	0	13	0.234	2.529533	0	0	0	0	0	2026-01-10 07:49:08.771
215	2026-01-08 08:53:54.306	2026-01-08 08:53:57.390	7	1	0	0	0	15	0.27	2.192035	0	0	0	0	0	2026-01-08 08:53:54.306
217	2026-01-08 10:32:51.807	2026-01-08 10:32:52.007	1	1	0	0	0	7	0.126	1.156357	0	0	0	0	0	2026-01-08 10:32:51.807
218	2026-01-08 11:35:48.456	2026-01-08 11:35:51.296	1	1	0	0	0	9	0.162	1.603698	0	0	0	0	0	2026-01-08 11:35:48.456
219	2026-01-08 11:43:51.833	2026-01-08 11:43:54.676	5	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
220	2026-01-08 12:16:34.652	2026-01-08 12:16:35.559	5	1	0	0	0	16	0.288	3.100903	0	0	0	0	0	2026-01-08 12:16:34.652
222	2026-01-08 13:29:22.273	2026-01-08 13:29:25.014	3	1	0	0	0	10	0.18	1.447253	0	0	0	0	0	2026-01-08 13:29:22.273
223	2026-01-08 14:11:05.228	2026-01-08 14:11:06.286	7	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
224	2026-01-08 16:02:08.001	2026-01-08 16:02:08.701	5	1	0	0	0	10	0.18	1.486468	0	0	0	0	0	2026-01-08 16:02:08.001
225	2026-01-08 16:11:38.360	2026-01-08 16:11:40.032	3	1	0	0	0	13	0.234	2.80423	0	0	0	0	0	2026-01-08 16:11:38.360
226	2026-01-08 20:53:21.220	2026-01-08 20:53:22.174	5	1	0	0	0	17	0.306	3.689967	0	0	0	0	0	2026-01-08 20:53:21.220
227	2026-01-08 21:01:07.451	2026-01-08 21:01:08.549	1	1	0	0	0	8	0.144	1.360824	0	0	0	0	0	2026-01-08 21:01:07.451
