VisitID	Start	End	Side	Bottle	SideCondition	SideError	TimeError	ConditionError	LickNumber	LickContactTime	LickDuration	AirState	DoorState	LED1State	LED2State	LED3State	LickStartTime
54	2026-01-13 10:50:29.644	2026-01-13 10:50:39.551	6	saccharin	1	0	0	0	15	0.27	3.12047	0	0	0	0	0	2026-01-13 10:50:29.644
56	2026-01-13 10:58:45.272	2026-01-13 10:58:46.386	2	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
57	2026-01-13 11:05:35.611	2026-01-13 11:05:35.965	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
59	2026-01-13 11:21:12.145	2026-01-13 11:21:12.345	2	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
60	2026-01-13 11:27:24.146	2026-01-13 11:27:25.092	4	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
62	2026-01-13 11:34:03.386	2026-01-13 11:34:04.811	8	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
64	2026-01-13 11:36:45.963	2026-01-13 11:36:47.355	5	plain water	1	0	0	0	8	0.144	1.265101	0	0	0	0	0	2026-01-13 11:36:45.963
65	2026-01-13 11:40:15.309	2026-01-13 11:40:17.284	6	saccharin	1	0	0	0	19	0.342	2.68389	0	0	0	0	0	2026-01-13 11:40:15.309
66	2026-01-13 11:52:57.189	2026-01-13 11:52:58.413	6	saccharin	1	0	0	0	18	0.324	3.114325	0	0	0	0	0	2026-01-13 11:52:57.189
67	2026-01-13 11:56:04.423	2026-01-13 11:56:05.123	1	plain water	-1	1	0	1	4	0.072	0.660785	0	0	0	0	0	2026-01-13 11:56:04.423
68	2026-01-13 12:10:01.139	2026-01-13 12:10:03.085	6	saccharin	1	0	0	0	20	0.36	3.727183	0	0	0	0	0	2026-01-13 12:10:01.139
69	2026-01-13 12:11:36.771	2026-01-13 12:11:38.706	6	saccharin	1	0	0	0	13	0.234	2.578244	0	0	0	0	0	2026-01-13 12:11:36.771
70	2026-01-13 12:15:21.580	2026-01-13 12:15:21.847	6	saccharin	1	0	0	0	7	0.126	1.191033	0	0	0	0	0	2026-01-13 12:15:21.580
71	2026-01-13 12:20:07.366	2026-01-13 12:20:08.312	2	saccharin	-1	1	0	1	5	0.09	1.08144	0	0	0	0	0	2026-01-13 12:20:07.366
74	2026-01-13 12:42:41.474	2026-01-13 12:42:44.710	8	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
76	2026-01-13 12:50:35.515	2026-01-13 12:50:35.715	6	saccharin	1	0	0	0	21	0.378	4.273016	0	0	0	0	0	2026-01-13 12:50:35.515
77	2026-01-13 12:52:51.951	2026-01-13 12:52:54.063	2	saccharin	-1	1	0	1	3	0.054	0.633565	0	0	0	0	0	2026-01-13 12:52:51.951
78	2026-01-13 12:54:35.859	2026-01-13 12:54:37.318	6	saccharin	1	0	0	0	16	0.288	2.734859	0	0	0	0	0	2026-01-13 12:54:35.859
79	2026-01-13 12:56:41.005	2026-01-13 12:56:42.851	6	saccharin	1	0	0	0	12	0.216	2.539601	0	0	0	0	0	2026-01-13 12:56:41.005
80	2026-01-13 13:01:09.476	2026-01-13 13:01:09.834	6	saccharin	1	0	0	0	17	0.306	2.856648	0	0	0	0	0	2026-01-13 13:01:09.476
81	2026-01-13 13:02:15.365	2026-01-13 13:02:16.156	7	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
82	2026-01-13 13:06:26.920	2026-01-13 13:06:28.567	6	saccharin	1	0	0	0	16	0.288	2.405164	0	0	0	0	0	2026-01-13 13:06:26.920
84	2026-01-13 13:08:02.531	2026-01-13 13:08:04.495	6	saccharin	1	0	0	0	13	0.234	2.567236	0	0	0	0	0	2026-01-13 13:08:02.531
85	2026-01-13 13:15:24.862	2026-01-13 13:15:26.057	6	saccharin	1	0	0	0	13	0.234	2.322417	0	0	0	0	0	2026-01-13 13:15:24.862
86	2026-01-13 13:18:56.538	2026-01-13 13:18:59.135	6	saccharin	1	0	0	0	17	0.306	2.829722	0	0	0	0	0	2026-01-13 13:18:56.538
87	2026-01-13 13:23:39.936	2026-01-13 13:23:42.622	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
89	2026-01-13 13:32:55.191	2026-01-13 13:32:56.105	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
90	2026-01-13 13:43:24.168	2026-01-13 13:43:25.301	8	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
91	2026-01-13 13:52:46.240	2026-01-13 13:52:48.883	4	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
92	2026-01-13 13:59:41.215	2026-01-13 13:59:41.915	5	plain water	1	0	0	0	11	0.198	1.70462	0	0	0	0	0	2026-01-13 13:59:41.215
93	2026-01-13 14:04:40.855	2026-01-13 14:04:41.183	6	saccharin	1	0	0	0	16	0.288	2.894248	0	0	0	0	0	2026-01-13 14:04:40.855
94	2026-01-13 14:10:54.601	2026-01-13 14:10:55.899	4	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
95	2026-01-13 14:12:20.487	2026-01-13 14:12:24.133	6	saccharin	1	0	0	0	16	0.288	2.623239	0	0	0	0	0	2026-01-13 14:12:20.487
96	2026-01-13 14:12:44.699	2026-01-13 14:12:45.557	8	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
97	2026-01-13 14:13:12.599	2026-01-13 14:13:13.724	6	saccharin	1	0	0	0	18	0.324	2.5464	0	0	0	0	0	2026-01-13 14:13:12.599
98	2026-01-13 14:19:33.078	2026-01-13 14:19:34.384	6	saccharin	1	0	0	0	11	0.198	1.594656	0	0	0	0	0	2026-01-13 14:19:33.078
99	2026-01-13 14:28:36.361	2026-01-13 14:28:38.722	6	saccharin	1	0	0	0	15	0.27	2.223327	0	0	0	0	0	2026-01-13 14:28:36.361
100	2026-01-13 14:28:49.577	2026-01-13 14:28:50.973	6	saccharin	1	0	0	0	21	0.378	3.499919	0	0	0	0	0	2026-01-13 14:28:49.577
101	2026-01-13 14:35:30.101	2026-01-13 14:35:33.169	2	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
102	2026-01-13 14:35:45.001	2026-01-13 14:35:46.323	2	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
103	2026-01-13 14:38:17.890	2026-01-13 14:38:20.621	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
105	2026-01-13 14:44:28.801	2026-01-13 14:44:31.723	6	saccharin	1	0	0	0	17	0.306	2.755959	0	0	0	0	0	2026-01-13 14:44:28.801
107	2026-01-13 14:54:53.695	2026-01-13 14:54:54.781	2	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
108	2026-01-13 14:57:07.725	2026-01-13 14:57:09.649	8	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
109	2026-01-13 15:10:55.383	2026-01-13 15:10:56.667	6	saccharin	1	0	0	0	14	0.252	2.927926	0	0	0	0	0	2026-01-13 15:10:55.383
111	2026-01-13 15:18:53.753	2026-01-13 15:18:54.122	6	saccharin	1	0	0	0	24	0.432	4.685296	0	0	0	0	0	2026-01-13 15:18:53.753
113	2026-01-13 15:25:55.178	2026-01-13 15:25:57.679	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
114	2026-01-13 15:26:44.977	2026-01-13 15:26:47.419	5	plain water	1	0	0	0	19	0.342	3.810776	0	0	0	0	0	2026-01-13 15:26:44.977
115	2026-01-13 15:31:40.732	2026-01-13 15:31:43.583	4	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
116	2026-01-13 15:32:02.169	2026-01-13 15:32:03.420	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
117	2026-01-13 15:39:10.243	2026-01-13 15:39:11.002	2	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
118	2026-01-13 15:44:05.527	2026-01-13 15:44:09.680	6	saccharin	1	0	0	0	17	0.306	2.768908	0	0	0	0	0	2026-01-13 15:44:05.527
119	2026-01-13 15:47:01.176	2026-01-13 15:47:01.885	4	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
122	2026-01-13 15:53:46.633	2026-01-13 15:53:48.430	6	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
123	2026-01-13 15:56:27.393	2026-01-13 15:56:28.649	6	saccharin	1	0	0	0	16	0.288	3.02705	0	0	0	0	0	2026-01-13 15:56:27.393
125	2026-01-13 16:03:22.052	2026-01-13 16:03:23.187	4	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
127	2026-01-13 16:09:07.336	2026-01-13 16:09:07.889	6	saccharin	1	0	0	0	17	0.306	3.336812	0	0	0	0	0	2026-01-13 16:09:07.336
128	2026-01-13 16:15:39.129	2026-01-13 16:15:40.431	6	saccharin	1	0	0	0	17	0.306	3.422455	0	0	0	0	0	2026-01-13 16:15:39.129
129	2026-01-13 16:18:01.322	2026-01-13 16:18:02.287	2	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
132	2026-01-13 16:27:08.205	2026-01-13 16:27:09.094	6	saccharin	1	0	0	0	19	0.342	4.073116	0	0	0	0	0	2026-01-13 16:27:08.205
133	2026-01-13 16:33:51.289	2026-01-13 16:33:52.219	6	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
135	2026-01-13 16:44:52.695	2026-01-13 16:44:53.239	2	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
138	2026-01-13 17:05:16.558	2026-01-13 17:05:16.786	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
141	2026-01-13 17:10:55.602	2026-01-13 17:10:56.089	7	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
142	2026-01-13 17:10:57.143	2026-01-13 17:10:58.512	2	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
145	2026-01-13 17:24:40.071	2026-01-13 17:24:40.564	6	saccharin	1	0	0	0	10	0.18	1.551978	0	0	0	0	0	2026-01-13 17:24:40.071
146	2026-01-13 17:24:43.334	2026-01-13 17:24:44.394	2	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
147	2026-01-13 17:29:23.123	2026-01-13 17:29:23.352	8	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
149	2026-01-13 17:38:00.440	2026-01-13 17:38:01.878	2	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
151	2026-01-13 17:45:04.461	2026-01-13 17:45:07.860	4	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
152	2026-01-13 17:53:22.358	2026-01-13 17:53:24.235	6	saccharin	1	0	0	0	9	0.162	1.919234	0	0	0	0	0	2026-01-13 17:53:22.358
154	2026-01-13 18:00:39.484	2026-01-13 18:00:39.684	6	saccharin	1	0	0	0	12	0.216	2.197046	0	0	0	0	0	2026-01-13 18:00:39.484
155	2026-01-13 18:11:11.943	2026-01-13 18:11:12.713	6	saccharin	1	0	0	0	19	0.342	3.444175	0	0	0	0	0	2026-01-13 18:11:11.943
156	2026-01-13 18:27:03.018	2026-01-13 18:27:04.457	6	saccharin	1	0	0	0	12	0.216	2.309984	0	0	0	0	0	2026-01-13 18:27:03.018
157	2026-01-13 18:31:22.680	2026-01-13 18:31:24.052	6	saccharin	1	0	0	0	18	0.324	3.450738	0	0	0	0	0	2026-01-13 18:31:22.680
159	2026-01-13 19:07:54.777	2026-01-13 19:07:54.977	5	plain water	1	0	0	0	21	0.378	3.901707	0	0	0	0	0	2026-01-13 19:07:54.777
160	2026-01-13 19:08:50.963	2026-01-13 19:08:52.885	2	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
161	2026-01-13 19:16:56.890	2026-01-13 19:16:57.871	5	plain water	1	0	0	0	15	0.27	2.661381	0	0	0	0	0	2026-01-13 19:16:56.890
162	2026-01-13 19:57:35.849	2026-01-13 19:57:36.549	6	saccharin	1	0	0	0	11	0.198	2.194267	0	0	0	0	0	2026-01-13 19:57:35.849
163	2026-01-13 20:07:10.537	2026-01-13 20:07:11.237	4	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
164	2026-01-13 20:09:10.079	2026-01-13 20:09:15.048	6	saccharin	1	0	0	0	16	0.288	2.325171	0	0	0	0	0	2026-01-13 20:09:10.079
167	2026-01-13 20:44:14.141	2026-01-13 20:44:14.801	6	saccharin	1	0	0	0	16	0.288	3.49186	0	0	0	0	0	2026-01-13 20:44:14.141
168	2026-01-13 21:08:09.714	2026-01-13 21:08:10.709	5	plain water	1	0	0	0	18	0.324	3.747911	0	0	0	0	0	2026-01-13 21:08:09.714
169	2026-01-13 21:14:09.513	2026-01-13 21:14:11.726	6	saccharin	1	0	0	0	19	0.342	3.075393	0	0	0	0	0	2026-01-13 21:14:09.513
171	2026-01-13 22:05:08.989	2026-01-13 22:05:11.176	5	plain water	1	0	0	0	17	0.306	2.46902	0	0	0	0	0	2026-01-13 22:05:08.989
172	2026-01-13 22:14:32.124	2026-01-13 22:14:33.503	6	saccharin	1	0	0	0	17	0.306	2.474796	0	0	0	0	0	2026-01-13 22:14:32.124
173	2026-01-13 22:28:01.411	2026-01-13 22:28:01.611	4	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
174	2026-01-13 22:51:58.894	2026-01-13 22:52:00.879	6	saccharin	1	0	0	0	14	0.252	2.117284	0	0	0	0	0	2026-01-13 22:51:58.894
175	2026-01-13 23:06:16.653	2026-01-13 23:06:18.102	6	saccharin	1	0	0	0	18	0.324	3.712711	0	0	0	0	0	2026-01-13 23:06:16.653
176	2026-01-13 23:21:39.046	2026-01-13 23:21:39.922	6	saccharin	1	0	0	0	12	0.216	1.9082	0	0	0	0	0	2026-01-13 23:21:39.046
177	2026-01-13 23:27:38.752	2026-01-13 23:27:41.418	2	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
178	2026-01-13 23:47:04.314	2026-01-13 23:47:05.251	8	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
179	2026-01-14 00:12:31.224	2026-01-14 00:12:31.904	6	saccharin	1	0	0	0	17	0.306	3.613514	0	0	0	0	0	2026-01-14 00:12:31.224
180	2026-01-14 01:34:58.204	2026-01-14 01:34:58.753	5	plain water	1	0	0	0	13	0.234	1.862086	0	0	0	0	0	2026-01-14 01:34:58.204
181	2026-01-14 01:48:06.632	2026-01-14 01:48:06.878	5	plain water	1	0	0	0	15	0.27	3.240953	0	0	0	0	0	2026-01-14 01:48:06.632
183	2026-01-14 02:03:18.928	2026-01-14 02:03:20.322	6	saccharin	1	0	0	0	7	0.126	0.998887	0	0	0	0	0	2026-01-14 02:03:18.928
184	2026-01-14 02:06:50.527	2026-01-14 02:06:51.196	6	saccharin	1	0	0	0	13	0.234	2.468141	0	0	0	0	0	2026-01-14 02:06:50.527
186	2026-01-14 03:36:34.950	2026-01-14 03:36:37.721	6	saccharin	1	0	0	0	12	0.216	2.093662	0	0	0	0	0	2026-01-14 03:36:34.950
187	2026-01-14 03:56:14.254	2026-01-14 03:56:14.615	5	plain water	1	0	0	0	11	0.198	1.680232	0	0	0	0	0	2026-01-14 03:56:14.254
188	2026-01-14 04:17:54.574	2026-01-14 04:17:55.725	6	saccharin	1	0	0	0	14	0.252	2.046251	0	0	0	0	0	2026-01-14 04:17:54.574
189	2026-01-14 04:47:24.871	2026-01-14 04:47:25.726	2	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
190	2026-01-14 04:52:50.118	2026-01-14 04:52:51.636	6	saccharin	1	0	0	0	13	0.234	2.208024	0	0	0	0	0	2026-01-14 04:52:50.118
192	2026-01-14 05:30:03.821	2026-01-14 05:30:05.301	6	saccharin	1	0	0	0	9	0.162	1.721526	0	0	0	0	0	2026-01-14 05:30:03.821
193	2026-01-14 05:52:09.207	2026-01-14 05:52:10.498	6	saccharin	1	0	0	0	12	0.216	1.831879	0	0	0	0	0	2026-01-14 05:52:09.207
194	2026-01-14 05:52:52.570	2026-01-14 05:52:57.397	8	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
195	2026-01-14 05:55:11.708	2026-01-14 05:55:12.983	6	saccharin	1	0	0	0	14	0.252	2.941456	0	0	0	0	0	2026-01-14 05:55:11.708
196	2026-01-14 05:56:36.548	2026-01-14 05:56:38.348	6	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
197	2026-01-14 06:06:21.221	2026-01-14 06:06:24.243	6	saccharin	1	0	0	0	10	0.18	1.565213	0	0	0	0	0	2026-01-14 06:06:21.221
198	2026-01-14 06:07:13.796	2026-01-14 06:07:17.152	6	saccharin	1	0	0	0	22	0.396	4.231378	0	0	0	0	0	2026-01-14 06:07:13.796
199	2026-01-14 06:10:00.216	2026-01-14 06:10:00.645	5	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
203	2026-01-14 06:20:38.719	2026-01-14 06:20:41.328	6	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
204	2026-01-14 06:22:48.816	2026-01-14 06:22:49.173	6	saccharin	1	0	0	0	13	0.234	2.349308	0	0	0	0	0	2026-01-14 06:22:48.816
205	2026-01-14 06:27:06.817	2026-01-14 06:27:08.498	2	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
207	2026-01-14 06:42:15.277	2026-01-14 06:42:17.251	3	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
208	2026-01-14 06:49:23.679	2026-01-14 06:49:24.764	6	saccharin	1	0	0	0	29	0.522	6.137004	0	0	0	0	0	2026-01-14 06:49:23.679
209	2026-01-14 06:51:22.041	2026-01-14 06:51:22.418	6	saccharin	1	0	0	0	14	0.252	2.381925	0	0	0	0	0	2026-01-14 06:51:22.041
210	2026-01-14 06:53:46.614	2026-01-14 06:53:48.777	5	plain water	1	0	0	0	11	0.198	1.933874	0	0	0	0	0	2026-01-14 06:53:46.614
211	2026-01-14 06:57:21.191	2026-01-14 06:57:25.231	6	saccharin	1	0	0	0	21	0.378	4.143997	0	0	0	0	0	2026-01-14 06:57:21.191
213	2026-01-14 07:05:07.229	2026-01-14 07:05:11.550	5	plain water	1	0	0	0	16	0.288	2.98492	0	0	0	0	0	2026-01-14 07:05:07.229
214	2026-01-14 07:07:04.652	2026-01-14 07:07:09.531	5	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
215	2026-01-14 07:12:05.427	2026-01-14 07:12:06.581	6	saccharin	1	0	0	0	18	0.324	2.928904	0	0	0	0	0	2026-01-14 07:12:05.427
216	2026-01-14 07:14:12.303	2026-01-14 07:14:12.645	6	saccharin	1	0	0	0	19	0.342	3.487196	0	0	0	0	0	2026-01-14 07:14:12.303
217	2026-01-14 07:17:32.371	2026-01-14 07:17:33.216	6	saccharin	1	0	0	0	14	0.252	2.609116	0	0	0	0	0	2026-01-14 07:17:32.371
219	2026-01-14 07:22:34.646	2026-01-14 07:22:35.670	6	saccharin	1	0	0	0	22	0.396	4.757099	0	0	0	0	0	2026-01-14 07:22:34.646
220	2026-01-14 07:33:14.319	2026-01-14 07:33:16.239	5	plain water	1	0	0	0	11	0.198	2.382391	0	0	0	0	0	2026-01-14 07:33:14.319
221	2026-01-14 07:36:19.517	2026-01-14 07:36:20.452	5	plain water	1	0	0	0	9	0.162	1.911232	0	0	0	0	0	2026-01-14 07:36:19.517
222	2026-01-14 07:36:38.415	2026-01-14 07:36:39.147	6	saccharin	1	0	0	0	18	0.324	2.575891	0	0	0	0	0	2026-01-14 07:36:38.415
224	2026-01-14 07:41:14.158	2026-01-14 07:41:14.858	6	saccharin	1	0	0	0	12	0.216	1.913517	0	0	0	0	0	2026-01-14 07:41:14.158
225	2026-01-14 07:44:36.387	2026-01-14 07:44:37.105	6	saccharin	1	0	0	0	20	0.36	2.948486	0	0	0	0	0	2026-01-14 07:44:36.387
227	2026-01-14 07:54:14.665	2026-01-14 07:54:15.566	6	saccharin	1	0	0	0	15	0.27	2.480358	0	0	0	0	0	2026-01-14 07:54:14.665
228	2026-01-14 07:54:35.920	2026-01-14 07:54:37.799	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
229	2026-01-14 08:05:58.043	2026-01-14 08:05:59.074	6	saccharin	1	0	0	0	14	0.252	3.006985	0	0	0	0	0	2026-01-14 08:05:58.043
230	2026-01-14 08:11:53.411	2026-01-14 08:11:54.842	6	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
231	2026-01-14 08:30:51.875	2026-01-14 08:30:52.848	2	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
232	2026-01-14 08:31:42.473	2026-01-14 08:31:49.199	5	plain water	1	0	0	0	12	0.216	1.71654	0	0	0	0	0	2026-01-14 08:31:42.473
234	2026-01-14 08:38:20.452	2026-01-14 08:38:21.138	5	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
236	2026-01-14 08:56:26.899	2026-01-14 08:56:27.099	6	saccharin	1	0	0	0	25	0.45	4.637458	0	0	0	0	0	2026-01-14 08:56:26.899
237	2026-01-14 08:57:17.555	2026-01-14 08:57:19.055	6	saccharin	1	0	0	0	26	0.468	5.168677	0	0	0	0	0	2026-01-14 08:57:17.555
239	2026-01-14 09:20:49.733	2026-01-14 09:20:52.906	5	plain water	1	0	0	0	13	0.234	2.736333	0	0	0	0	0	2026-01-14 09:20:49.733
242	2026-01-14 09:47:50.921	2026-01-14 09:47:51.121	5	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
244	2026-01-14 09:58:36.688	2026-01-14 09:58:37.388	6	saccharin	1	0	0	0	12	0.216	2.08258	0	0	0	0	0	2026-01-14 09:58:36.688
245	2026-01-14 10:00:29.930	2026-01-14 10:00:30.388	6	saccharin	1	0	0	0	18	0.324	3.903131	0	0	0	0	0	2026-01-14 10:00:29.930
246	2026-01-14 10:06:19.745	2026-01-14 10:06:21.869	6	saccharin	1	0	0	0	14	0.252	2.393306	0	0	0	0	0	2026-01-14 10:06:19.745
247	2026-01-14 10:07:00.173	2026-01-14 10:07:00.617	6	saccharin	1	0	0	0	15	0.27	2.207479	0	0	0	0	0	2026-01-14 10:07:00.173
248	2026-01-14 10:10:04.419	2026-01-14 10:10:06.312	8	saccharin	-1	1	0	1	5	0.09	0.820481	0	0	0	0	0	2026-01-14 10:10:04.419
