VisitID	AnimalTag	Start	End	ModuleName	Cage	Corner	CornerCondition	PlaceError	AntennaNumber	AntennaDuration	PresenceNumber	PresenceDuration	VisitSolution	LickNumber	LickContactTime	LickDuration
12	910200000002000	2026-01-08 06:20:41.032	2026-01-08 06:20:42.246	Free Habituation (Phase 1)	1	2	0	0	1	1.214203	1	0.814203	0	6	0.108	0.840403
13	910200000002000	2026-01-08 06:38:09.451	2026-01-08 06:38:12.150	Free Habituation (Phase 1)	1	4	0	0	1	2.699569	1	2.299569	0	10	0.18	1.462162
14	910200000002001	2026-01-05 08:31:12.440	2026-01-05 08:31:13.140	Free Habituation (Phase 1)	1	3	0	0	1	0.7	1	0.3	0	0	0.0	0.0
15	910200000002001	2026-01-05 17:24:03.804	2026-01-05 17:24:15.975	Free Habituation (Phase 1)	1	4	0	0	1	12.170512	1	11.770512	0	8	0.144	1.124138
16	910200000002001	2026-01-06 11:32:13.905	2026-01-06 11:32:14.605	Free Habituation (Phase 1)	1	2	0	0	1	0.7	1	0.3	0	4	0.072	0.868239
17	910200000002001	2026-01-06 16:44:19.505	2026-01-06 16:44:21.062	Free Habituation (Phase 1)	1	4	0	0	1	1.556981	1	1.156981	0	0	0.0	0.0
18	910200000002001	2026-01-06 16:54:56.155	2026-01-06 16:55:00.399	Free Habituation (Phase 1)	1	2	0	0	1	4.243463	1	3.843463	0	0	0.0	0.0
19	910200000002001	2026-01-06 17:12:44.030	2026-01-06 17:12:46.974	Free Habituation (Phase 1)	1	2	0	0	1	2.943418	1	2.543418	0	7	0.126	1.230545
20	910200000002001	2026-01-06 20:04:11.552	2026-01-06 20:04:16.246	Free Habituation (Phase 1)	1	1	0	0	1	4.694164	1	4.294164	0	8	0.144	1.361792
21	910200000002001	2026-01-07 06:29:21.305	2026-01-07 06:29:23.462	Free Habituation (Phase 1)	1	1	0	0	1	2.156071	1	1.756071	0	0	0.0	0.0
22	910200000002001	2026-01-07 07:05:37.646	2026-01-07 07:05:41.960	Free Habituation (Phase 1)	1	4	0	0	1	4.314013	1	3.914013	0	7	0.126	1.435901
23	910200000002001	2026-01-07 07:39:09.125	2026-01-07 07:39:09.858	Free Habituation (Phase 1)	1	2	0	0	1	0.733188	1	0.333188	0	0	0.0	0.0
24	910200000002001	2026-01-07 07:40:22.525	2026-01-07 07:40:26.211	Free Habituation (Phase 1)	1	1	0	0	1	3.686461	1	3.286461	0	0	0.0	0.0
25	910200000002001	2026-01-07 09:00:29.091	2026-01-07 09:00:38.908	Free Habituation (Phase 1)	1	3	0	0	1	9.817678	1	9.417678	0	0	0.0	0.0
26	910200000002001	2026-01-07 14:14:28.184	2026-01-07 14:14:29.679	Free Habituation (Phase 1)	1	4	0	0	1	1.49464	1	1.09464	0	0	0.0	0.0
27	910200000002001	2026-01-08 00:51:38.444	2026-01-08 00:51:41.537	Free Habituation (Phase 1)	1	4	0	0	1	3.093585	1	2.693585	0	0	0.0	0.0
28	910200000002001	2026-01-08 02:32:43.565	2026-01-08 02:32:45.437	Free Habituation (Phase 1)	1	1	0	0	1	1.872707	1	1.472707	0	0	0.0	0.0
29	910200000002002	2026-01-05 06:36:32.154	2026-01-05 06:36:35.863	Free Habituation (Phase 1)	1	3	0	0	1	3.709015	1	3.309015	0	0	0.0	0.0
30	910200000002002	2026-01-05 07:55:31.657	2026-01-05 07:55:32.435	Free Habituation (Phase 1)	1	3	0	0	1	0.777549	1	0.377549	0	4	0.072	0.630676
31	910200000002002	2026-01-05 08:15:55.681	2026-01-05 08:16:01.602	Free Habituation (Phase 1)	1	4	0	0	1	5.921301	1	5.521301	0	3	0.054	0.517518
32	910200000002002	2026-01-05 08:23:35.287	2026-01-05 08:23:43.233	Free Habituation (Phase 1)	1	4	0	0	1	7.946275	1	7.546275	0	0	0.0	0.0
33	910200000002002	2026-01-05 08:50:48.659	2026-01-05 08:50:53.535	Free Habituation (Phase 1)	1	4	0	0	1	4.876346	1	4.476346	0	0	0.0	0.0
34	910200000002002	2026-01-05 11:13:18.632	2026-01-05 11:13:25.102	Free Habituation (Phase 1)	1	4	0	0	1	6.47004	1	6.07004	0	0	0.0	0.0
35	910200000002002	2026-01-05 12:51:19.676	2026-01-05 12:51:26.950	Free Habituation (Phase 1)	1	4	0	0	1	7.273437	1	6.873437	0	0	0.0	0.0
36	910200000002002	2026-01-05 14:02:33.780	2026-01-05 14:02:37.361	Free Habituation (Phase 1)	1	2	0	0	1	3.581256	1	3.181256	0	0	0.0	0.0
37	910200000002002	2026-01-05 15:02:14.378	2026-01-05 15:02:24.639	Free Habituation (Phase 1)	1	2	0	0	1	10.261035	1	9.861035	0	0	0.0	0.0
38	910200000002002	2026-01-05 15:14:11.860	2026-01-05 15:14:13.532	Free Habituation (Phase 1)	1	1	0	0	1	1.671379	1	1.271379	0	3	0.054	0.618071
39	910200000002002	2026-01-05 15:38:28.632	2026-01-05 15:38:31.307	Free Habituation (Phase 1)	1	4	0	0	1	2.675253	1	2.275253	0	0	0.0	0.0
40	910200000002002	2026-01-05 16:50:02.383	2026-01-05 16:50:03.142	Free Habituation (Phase 1)	1	3	0	0	1	0.759246	1	0.359246	0	0	0.0	0.0
41	910200000002002	2026-01-05 21:34:35.876	2026-01-05 21:34:39.911	Free Habituation (Phase 1)	1	3	0	0	1	4.034656	1	3.634656	0	0	0.0	0.0
42	910200000002002	2026-01-06 03:02:38.616	2026-01-06 03:02:45.240	Free Habituation (Phase 1)	1	1	0	0	1	6.624799	1	6.224799	0	5	0.09	1.082651
43	910200000002002	2026-01-06 04:11:48.896	2026-01-06 04:11:50.118	Free Habituation (Phase 1)	1	3	0	0	1	1.221989	1	0.821989	0	0	0.0	0.0
44	910200000002002	2026-01-06 06:26:28.124	2026-01-06 06:26:32.629	Free Habituation (Phase 1)	1	2	0	0	1	4.50565	1	4.10565	0	0	0.0	0.0
45	910200000002002	2026-01-06 08:09:45.327	2026-01-06 08:09:47.847	Free Habituation (Phase 1)	1	2	0	0	1	2.520447	1	2.120447	0	0	0.0	0.0
46	910200000002002	2026-01-06 10:21:54.982	2026-01-06 10:21:59.498	Free Habituation (Phase 1)	1	2	0	0	1	4.51553	1	4.11553	0	0	0.0	0.0
47	910200000002002	2026-01-06 13:55:25.756	2026-01-06 13:55:40.547	Free Habituation (Phase 1)	1	2	0	0	1	14.791282	1	14.391282	0	0	0.0	0.0
48	910200000002002	2026-01-06 19:52:32.009	2026-01-06 19:52:37.341	Free Habituation (Phase 1)	1	1	0	0	1	5.332227	1	4.932227	0	0	0.0	0.0
49	910200000002002	2026-01-06 20:42:34.692	2026-01-06 20:42:40.800	Free Habituation (Phase 1)	1	3	0	0	1	6.108762	1	5.708762	0	0	0.0	0.0
50	910200000002002	2026-01-07 06:56:08.080	2026-01-07 06:56:10.346	Free Habituation (Phase 1)	1	2	0	0	1	2.265701	1	1.865701	0	0	0.0	0.0
51	910200000002002	2026-01-07 07:44:58.817	2026-01-07 07:45:05.904	Free Habituation (Phase 1)	1	3	0	0	1	7.087106	1	6.687106	0	0	0.0	0.0
52	910200000002002	2026-01-07 09:02:27.755	2026-01-07 09:02:40.614	Free Habituation (Phase 1)	1	1	0	0	1	12.858981	1	12.458981	0	0	0.0	0.0
53	910200000002002	2026-01-07 10:16:24.742	2026-01-07 10:16:27.114	Free Habituation (Phase 1)	1	3	0	0	1	2.371534	1	1.971534	0	0	0.0	0.0
54	910200000002002	2026-01-07 11:40:46.444	2026-01-07 11:40:49.161	Free Habituation (Phase 1)	1	3	0	0	1	2.716865	1	2.316865	0	0	0.0	0.0
55	910200000002002	2026-01-07 14:49:42.579	2026-01-07 14:49:44.936	Free Habituation (Phase 1)	1	1	0	0	1	2.356801	1	1.956801	0	0	0.0	0.0
56	910200000002002	2026-01-07 17:56:12.038	2026-01-07 17:56:17.364	Free Habituation (Phase 1)	1	3	0	0	1	5.32602	1	4.92602	0	0	0.0	0.0
57	910200000002002	2026-01-08 05:50:17.200	2026-01-08 05:50:25.180	Free Habituation (Phase 1)	1	3	0	0	1	7.979264	1	7.579264	0	6	0.108	0.895592
58	910200000002002	2026-01-08 07:25:58.785	2026-01-08 07:26:01.892	Free Habituation (Phase 1)	1	2	0	0	1	3.10738	1	2.70738	0	0	0.0	0.0
59	910200000002003	2026-01-05 07:13:23.305	2026-01-05 07:13:25.687	Free Habituation (Phase 1)	1	1	0	0	1	2.381845	1	1.981845	0	0	0.0	0.0
60	910200000002003	2026-01-05 09:27:13.144	2026-01-05 09:27:23.920	Free Habituation (Phase 1)	1	2	0	0	1	10.776512	1	10.376512	0	0	0.0	0.0
61	910200000002003	2026-01-05 09:38:56.588	2026-01-05 09:39:09.434	Free Habituation (Phase 1)	1	4	0	0	1	12.845998	1	12.445998	0	0	0.0	0.0
62	910200000002003	2026-01-05 09:56:22.418	2026-01-05 09:56:26.870	Free Habituation (Phase 1)	1	1	0	0	1	4.452368	1	4.052368	0	5	0.09	1.097155
63	910200000002003	2026-01-05 10:20:59.136	2026-01-05 10:21:01.697	Free Habituation (Phase 1)	1	4	0	0	1	2.560569	1	2.160569	0	0	0.0	0.0
64	910200000002003	2026-01-05 12:23:09.687	2026-01-05 12:23:15.702	Free Habituation (Phase 1)	1	2	0	0	1	6.015724	1	5.615724	0	0	0.0	0.0
65	910200000002003	2026-01-05 12:32:27.971	2026-01-05 12:32:28.750	Free Habituation (Phase 1)	1	3	0	0	1	0.778984	1	0.378984	0	0	0.0	0.0
66	910200000002003	2026-01-05 12:52:54.226	2026-01-05 12:52:59.593	Free Habituation (Phase 1)	1	4	0	0	1	5.366331	1	4.966331	0	0	0.0	0.0
67	910200000002003	2026-01-05 13:15:15.946	2026-01-05 13:15:19.283	Free Habituation (Phase 1)	1	3	0	0	1	3.336638	1	2.936638	0	8	0.144	1.672445
68	910200000002003	2026-01-05 15:42:15.887	2026-01-05 15:42:17.718	Free Habituation (Phase 1)	1	1	0	0	1	1.831009	1	1.431009	0	6	0.108	0.912845
69	910200000002003	2026-01-05 16:13:25.341	2026-01-05 16:13:31.495	Free Habituation (Phase 1)	1	1	0	0	1	6.153759	1	5.753759	0	2	0.036	0.289706
70	910200000002003	2026-01-06 08:01:21.314	2026-01-06 08:01:25.771	Free Habituation (Phase 1)	1	1	0	0	1	4.456858	1	4.056858	0	0	0.0	0.0
71	910200000002003	2026-01-06 09:48:33.464	2026-01-06 09:48:36.958	Free Habituation (Phase 1)	1	2	0	0	1	3.493546	1	3.093546	0	0	0.0	0.0
72	910200000002003	2026-01-06 16:05:22.270	2026-01-06 16:05:23.849	Free Habituation (Phase 1)	1	1	0	0	1	1.578535	1	1.178535	0	13	0.234	2.558988
73	910200000002003	2026-01-07 07:19:20.171	2026-01-07 07:19:22.154	Free Habituation (Phase 1)	1	4	0	0	1	1.983478	1	1.583478	0	0	0.0	0.0
74	910200000002003	2026-01-07 10:38:08.269	2026-01-07 10:38:15.222	Free Habituation (Phase 1)	1	3	0	0	1	6.952513	1	6.552513	0	0	0.0	0.0
75	910200000002003	2026-01-07 10:51:30.470	2026-01-07 10:51:31.202	Free Habituation (Phase 1)	1	3	0	0	1	0.73212	1	0.33212	0	0	0.0	0.0
76	910200000002003	2026-01-07 11:52:11.930	2026-01-07 11:52:20.752	Free Habituation (Phase 1)	1	1	0	0	1	8.822108	1	8.422108	0	0	0.0	0.0
77	910200000002003	2026-01-07 14:45:10.385	2026-01-07 14:45:12.018	Free Habituation (Phase 1)	1	1	0	0	1	1.633832	1	1.233832	0	0	0.0	0.0
78	910200000002003	2026-01-07 15:04:56.567	2026-01-07 15:05:03.950	Free Habituation (Phase 1)	1	3	0	0	1	7.383615	1	6.983615	0	4	0.072	0.761088
79	910200000002003	2026-01-07 15:49:06.911	2026-01-07 15:49:10.940	Free Habituation (Phase 1)	1	2	0	0	1	4.029052	1	3.629052	0	0	0.0	0.0
80	910200000002003	2026-01-07 15:53:11.910	2026-01-07 15:53:12.919	Free Habituation (Phase 1)	1	2	0	0	1	1.009072	1	0.609072	0	0	0.0	0.0
81	910200000002003	2026-01-07 16:47:18.030	2026-01-07 16:47:22.398	Free Habituation (Phase 1)	1	4	0	0	1	4.368228	1	3.968228	0	0	0.0	0.0
82	910200000002003	2026-01-08 04:56:21.415	2026-01-08 04:56:25.298	Free Habituation (Phase 1)	1	2	0	0	1	3.88284	1	3.48284	0	0	0.0	0.0
83	910200000002003	2026-01-08 05:33:26.701	2026-01-08 05:33:28.662	Free Habituation (Phase 1)	1	3	0	0	1	1.960882	1	1.560882	0	0	0.0	0.0
84	910200000002004	2026-01-05 06:27:52.200	2026-01-05 06:27:55.783	Free Habituation (Phase 1)	1	1	0	0	1	3.583463	1	3.183463	0	0	0.0	0.0
85	910200000002004	2026-01-05 06:29:15.574	2026-01-05 06:29:22.099	Free Habituation (Phase 1)	1	2	0	0	1	6.525105	1	6.125105	0	0	0.0	0.0
86	910200000002004	2026-01-05 08:11:48.691	2026-01-05 08:11:57.653	Free Habituation (Phase 1)	1	1	0	0	1	8.961911	1	8.561911	0	0	0.0	0.0
87	910200000002004	2026-01-05 08:42:36.120	2026-01-05 08:42:39.277	Free Habituation (Phase 1)	1	1	0	0	1	3.157681	1	2.757681	0	0	0.0	0.0
88	910200000002004	2026-01-05 16:52:26.876	2026-01-05 16:52:28.365	Free Habituation (Phase 1)	1	2	0	0	1	1.489158	1	1.089158	0	3	0.054	0.59607
89	910200000002004	2026-01-06 03:27:20.379	2026-01-06 03:27:26.702	Free Habituation (Phase 1)	1	1	0	0	1	6.323314	1	5.923314	0	0	0.0	0.0
90	910200000002004	2026-01-06 08:11:28.200	2026-01-06 08:11:41.849	Free Habituation (Phase 1)	1	4	0	0	1	13.649298	1	13.249298	0	0	0.0	0.0
91	910200000002004	2026-01-06 08:37:25.619	2026-01-06 08:37:31.573	Free Habituation (Phase 1)	1	1	0	0	1	5.954537	1	5.554537	0	5	0.09	0.921626
92	910200000002004	2026-01-06 11:36:57.658	2026-01-06 11:37:10.760	Free Habituation (Phase 1)	1	4	0	0	1	13.101204	1	12.701204	0	2	0.036	0.405464
93	910200000002004	2026-01-06 12:00:01.419	2026-01-06 12:00:05.092	Free Habituation (Phase 1)	1	4	0	0	1	3.672923	1	3.272923	0	0	0.0	0.0
94	910200000002004	2026-01-06 12:42:33.190	2026-01-06 12:42:33.914	Free Habituation (Phase 1)	1	1	0	0	1	0.72392	1	0.32392	0	0	0.0	0.0
95	910200000002004	2026-01-06 12:57:06.457	2026-01-06 12:57:09.689	Free Habituation (Phase 1)	1	2	0	0	1	3.231539	1	2.831539	0	4	0.072	0.856152
96	910200000002004	2026-01-06 13:44:20.756	2026-01-06 13:44:25.883	Free Habituation (Phase 1)	1	2	0	0	1	5.127586	1	4.727586	0	5	0.09	0.762149
97	910200000002004	2026-01-06 14:20:23.307	2026-01-06 14:20:26.001	Free Habituation (Phase 1)	1	3	0	0	1	2.693853	1	2.293853	0	0	0.0	0.0
98	910200000002004	2026-01-06 14:37:50.298	2026-01-06 14:37:53.387	Free Habituation (Phase 1)	1	2	0	0	1	3.088984	1	2.688984	0	0	0.0	0.0
99	910200000002004	2026-01-06 15:29:37.848	2026-01-06 15:29:41.836	Free Habituation (Phase 1)	1	3	0	0	1	3.987535	1	3.587535	0	0	0.0	0.0
100	910200000002004	2026-01-07 07:31:43.037	2026-01-07 07:31:43.737	Free Habituation (Phase 1)	1	1	0	0	1	0.7	1	0.3	0	0	0.0	0.0
101	910200000002004	2026-01-07 07:52:21.649	2026-01-07 07:52:23.920	Free Habituation (Phase 1)	1	3	0	0	1	2.271468	1	1.871468	0	0	0.0	0.0
102	910200000002004	2026-01-07 08:13:50.364	2026-01-07 08:13:56.623	Free Habituation (Phase 1)	1	1	0	0	1	6.25844	1	5.85844	0	5	0.09	0.896373
103	910200000002004	2026-01-07 08:29:10.553	2026-01-07 08:29:13.632	Free Habituation (Phase 1)	1	4	0	0	1	3.078962	1	2.678962	0	0	0.0	0.0
104	910200000002004	2026-01-07 09:56:05.489	2026-01-07 09:56:09.698	Free Habituation (Phase 1)	1	1	0	0	1	4.208507	1	3.808507	0	0	0.0	0.0
105	910200000002004	2026-01-07 10:20:48.355	2026-01-07 10:20:49.794	Free Habituation (Phase 1)	1	2	0	0	1	1.439036	1	1.039036	0	0	0.0	0.0
106	910200000002004	2026-01-07 10:37:47.295	2026-01-07 10:37:52.867	Free Habituation (Phase 1)	1	1	0	0	1	5.57202	1	5.17202	0	0	0.0	0.0
107	910200000002004	2026-01-07 10:54:16.519	2026-01-07 10:54:21.792	Free Habituation (Phase 1)	1	4	0	0	1	5.272226	1	4.872226	0	0	0.0	0.0
108	910200000002004	2026-01-07 11:24:55.004	2026-01-07 11:25:00.562	Free Habituation (Phase 1)	1	2	0	0	1	5.558418	1	5.158418	0	0	0.0	0.0
109	910200000002004	2026-01-07 11:39:12.860	2026-01-07 11:39:16.182	Free Habituation (Phase 1)	1	1	0	0	1	3.322029	1	2.922029	0	0	0.0	0.0
110	910200000002004	2026-01-07 12:20:40.772	2026-01-07 12:20:45.114	Free Habituation (Phase 1)	1	4	0	0	1	4.341792	1	3.941792	0	0	0.0	0.0
111	910200000002004	2026-01-07 12:53:08.945	2026-01-07 12:53:12.367	Free Habituation (Phase 1)	1	2	0	0	1	3.421716	1	3.021716	0	0	0.0	0.0
112	910200000002004	2026-01-07 12:56:30.682	2026-01-07 12:56:36.282	Free Habituation (Phase 1)	1	4	0	0	1	5.600274	1	5.200274	0	11	0.198	1.847378
113	910200000002004	2026-01-07 13:04:49.109	2026-01-07 13:04:58.156	Free Habituation (Phase 1)	1	3	0	0	1	9.047408	1	8.647408	0	0	0.0	0.0
114	910200000002004	2026-01-07 14:36:00.608	2026-01-07 14:36:04.587	Free Habituation (Phase 1)	1	1	0	0	1	3.978474	1	3.578474	0	0	0.0	0.0
115	910200000002004	2026-01-07 14:54:28.571	2026-01-07 14:54:37.149	Free Habituation (Phase 1)	1	1	0	0	1	8.578485	1	8.178485	0	0	0.0	0.0
116	910200000002004	2026-01-07 16:02:25.629	2026-01-07 16:02:28.855	Free Habituation (Phase 1)	1	2	0	0	1	3.225907	1	2.825907	0	0	0.0	0.0
117	910200000002004	2026-01-07 18:24:55.474	2026-01-07 18:24:58.248	Free Habituation (Phase 1)	1	4	0	0	1	2.774383	1	2.374383	0	9	0.162	1.9507
118	910200000002004	2026-01-07 23:21:26.140	2026-01-07 23:21:31.454	Free Habituation (Phase 1)	1	1	0	0	1	5.313536	1	4.913536	0	5	0.09	0.846918
119	910200000002004	2026-01-08 01:33:36.851	2026-01-08 01:33:41.266	Free Habituation (Phase 1)	1	3	0	0	1	4.414812	1	4.014812	0	0	0.0	0.0
120	910200000002004	2026-01-08 01:39:23.763	2026-01-08 01:39:24.537	Free Habituation (Phase 1)	1	4	0	0	1	0.774119	1	0.374119	0	6	0.108	1.210912
121	910200000002004	2026-01-08 06:49:32.320	2026-01-08 06:49:33.309	Free Habituation (Phase 1)	1	3	0	0	1	0.988978	1	0.588978	0	0	0.0	0.0
122	910200000002005	2026-01-05 06:13:44.122	2026-01-05 06:13:47.825	Free Habituation (Phase 1)	1	2	0	0	1	3.703385	1	3.303385	0	0	0.0	0.0
123	910200000002005	2026-01-05 10:27:42.866	2026-01-05 10:27:43.566	Free Habituation (Phase 1)	1	4	0	0	1	0.7	1	0.3	0	0	0.0	0.0
124	910200000002005	2026-01-05 10:59:51.374	2026-01-05 10:59:54.449	Free Habituation (Phase 1)	1	3	0	0	1	3.075439	1	2.675439	0	5	0.09	0.810292
125	910200000002005	2026-01-06 08:08:46.577	2026-01-06 08:08:47.880	Free Habituation (Phase 1)	1	4	0	0	1	1.302874	1	0.902874	0	5	0.09	0.958279
126	910200000002005	2026-01-06 09:44:11.017	2026-01-06 09:44:11.717	Free Habituation (Phase 1)	1	2	0	0	1	0.7	1	0.3	0	5	0.09	0.712724
127	910200000002005	2026-01-06 13:27:58.070	2026-01-06 13:27:59.163	Free Habituation (Phase 1)	1	2	0	0	1	1.093385	1	0.693385	0	0	0.0	0.0
128	910200000002005	2026-01-06 16:09:06.581	2026-01-06 16:09:08.064	Free Habituation (Phase 1)	1	4	0	0	1	1.483398	1	1.083398	0	0	0.0	0.0
129	910200000002005	2026-01-06 17:38:56.904	2026-01-06 17:39:01.401	Free Habituation (Phase 1)	1	1	0	0	1	4.496591	1	4.096591	0	0	0.0	0.0
130	910200000002005	2026-01-07 06:06:27.669	2026-01-07 06:06:32.001	Free Habituation (Phase 1)	1	4	0	0	1	4.331961	1	3.931961	0	0	0.0	0.0
131	910200000002005	2026-01-07 10:13:50.032	2026-01-07 10:13:52.932	Free Habituation (Phase 1)	1	3	0	0	1	2.900626	1	2.500626	0	0	0.0	0.0
132	910200000002005	2026-01-07 10:55:59.210	2026-01-07 10:56:02.001	Free Habituation (Phase 1)	1	4	0	0	1	2.791095	1	2.391095	0	0	0.0	0.0
133	910200000002005	2026-01-07 14:03:25.605	2026-01-07 14:03:27.605	Free Habituation (Phase 1)	1	4	0	0	1	1.999907	1	1.599907	0	5	0.09	0.744883
134	910200000002005	2026-01-07 17:23:09.332	2026-01-07 17:23:15.388	Free Habituation (Phase 1)	1	2	0	0	1	6.056213	1	5.656213	0	0	0.0	0.0
135	910200000002005	2026-01-08 07:06:05.486	2026-01-08 07:06:08.518	Free Habituation (Phase 1)	1	1	0	0	1	3.032261	1	2.632261	0	5	0.09	0.997674
136	910200000002006	2026-01-05 09:39:42.255	2026-01-05 09:39:55.159	Free Habituation (Phase 1)	1	2	0	0	1	12.903622	1	12.503622	0	0	0.0	0.0
137	910200000002006	2026-01-05 15:04:18.004	2026-01-05 15:04:26.848	Free Habituation (Phase 1)	1	4	0	0	1	8.843547	1	8.443547	0	0	0.0	0.0
138	910200000002006	2026-01-05 22:26:28.748	2026-01-05 22:26:34.946	Free Habituation (Phase 1)	1	1	0	0	1	6.198363	1	5.798363	0	0	0.0	0.0
139	910200000002006	2026-01-06 06:29:37.576	2026-01-06 06:29:50.528	Free Habituation (Phase 1)	1	3	0	0	1	12.952321	1	12.552321	0	0	0.0	0.0
140	910200000002006	2026-01-06 08:35:59.293	2026-01-06 08:36:08.772	Free Habituation (Phase 1)	1	2	0	0	1	9.479483	1	9.079483	0	0	0.0	0.0
141	910200000002006	2026-01-06 11:55:02.727	2026-01-06 11:55:05.983	Free Habituation (Phase 1)	1	3	0	0	1	3.255478	1	2.855478	0	0	0.0	0.0
142	910200000002006	2026-01-06 12:49:28.507	2026-01-06 12:49:31.200	Free Habituation (Phase 1)	1	2	0	0	1	2.692589	1	2.292589	0	0	0.0	0.0
143	910200000002006	2026-01-06 14:31:52.777	2026-01-06 14:31:53.477	Free Habituation (Phase 1)	1	1	0	0	1	0.7	1	0.3	0	0	0.0	0.0
144	910200000002006	2026-01-06 14:55:00.357	2026-01-06 14:55:02.693	Free Habituation (Phase 1)	1	3	0	0	1	2.335993	1	1.935993	0	0	0.0	0.0
145	910200000002006	2026-01-06 16:18:30.668	2026-01-06 16:18:37.303	Free Habituation (Phase 1)	1	1	0	0	1	6.634276	1	6.234276	0	0	0.0	0.0
146	910200000002006	2026-01-06 16:42:15.134	2026-01-06 16:42:24.647	Free Habituation (Phase 1)	1	2	0	0	1	9.512643	1	9.112643	0	0	0.0	0.0
147	910200000002006	2026-01-06 16:50:20.540	2026-01-06 16:50:22.858	Free Habituation (Phase 1)	1	3	0	0	1	2.317876	1	1.917876	0	5	0.09	0.880904
148	910200000002006	2026-01-06 17:16:11.451	2026-01-06 17:16:16.240	Free Habituation (Phase 1)	1	1	0	0	1	4.789112	1	4.389112	0	0	0.0	0.0
149	910200000002006	2026-01-07 03:47:33.746	2026-01-07 03:47:42.086	Free Habituation (Phase 1)	1	3	0	0	1	8.339952	1	7.939952	0	0	0.0	0.0
150	910200000002006	2026-01-07 08:55:00.251	2026-01-07 08:55:01.452	Free Habituation (Phase 1)	1	4	0	0	1	1.200454	1	0.800454	0	0	0.0	0.0
151	910200000002006	2026-01-07 11:51:38.850	2026-01-07 11:51:41.411	Free Habituation (Phase 1)	1	1	0	0	1	2.561084	1	2.161084	0	0	0.0	0.0
152	910200000002006	2026-01-07 12:55:58.161	2026-01-07 12:56:01.300	Free Habituation (Phase 1)	1	1	0	0	1	3.138422	1	2.738422	0	5	0.09	1.007308
153	910200000002006	2026-01-07 15:28:56.168	2026-01-07 15:28:57.818	Free Habituation (Phase 1)	1	3	0	0	1	1.650257	1	1.250257	0	0	0.0	0.0
154	910200000002006	2026-01-07 15:41:36.873	2026-01-07 15:41:39.577	Free Habituation (Phase 1)	1	4	0	0	1	2.704056	1	2.304056	0	0	0.0	0.0
155	910200000002006	2026-01-07 16:06:40.201	2026-01-07 16:06:42.197	Free Habituation (Phase 1)	1	2	0	0	1	1.995825	1	1.595825	0	0	0.0	0.0
156	910200000002006	2026-01-07 18:52:19.868	2026-01-07 18:52:23.558	Free Habituation (Phase 1)	1	4	0	0	1	3.689417	1	3.289417	0	5	0.09	0.956787
157	910200000002006	2026-01-08 06:53:36.152	2026-01-08 06:53:51.514	Free Habituation (Phase 1)	1	2	0	0	1	15.362233	1	14.962233	0	0	0.0	0.0
158	910200000002006	2026-01-08 07:12:04.137	2026-01-08 07:12:11.462	Free Habituation (Phase 1)	1	1	0	0	1	7.324832	1	6.924832	0	0	0.0	0.0
159	910200000002006	2026-01-08 07:26:19.162	2026-01-08 07:26:21.451	Free Habituation (Phase 1)	1	1	0	0	1	2.289527	1	1.889527	0	0	0.0	0.0
