VisitID	Start	End	Side	Bottle	SideCondition	SideError	TimeError	ConditionError	LickNumber	LickContactTime	LickDuration	AirState	DoorState	LED1State	LED2State	LED3State	LickStartTime
52	2026-01-17 20:13:29.935	2026-01-17 20:13:32.311	4	saccharin	0	0	0	0	3	0.054	0.550866	0	0	0	0	0	2026-01-17 20:13:29.935
55	2026-01-17 21:56:35.874	2026-01-17 21:56:38.260	6	saccharin	0	0	0	0	4	0.072	0.665582	0	0	0	0	0	2026-01-17 21:56:35.874
57	2026-01-17 22:44:08.515	2026-01-17 22:44:11.205	1	plain water	0	0	0	0	3	0.054	0.493653	0	0	0	0	0	2026-01-17 22:44:08.515
58	2026-01-17 23:02:45.822	2026-01-17 23:02:47.434	4	saccharin	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
59	2026-01-17 23:44:07.466	2026-01-17 23:44:08.748	2	saccharin	0	0	0	0	6	0.108	1.098059	0	0	0	0	0	2026-01-17 23:44:07.466
62	2026-01-18 00:42:02.396	2026-01-18 00:42:04.577	1	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
65	2026-01-18 00:50:10.428	2026-01-18 00:50:18.425	3	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
66	2026-01-18 00:59:59.216	2026-01-18 01:00:00.143	5	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
67	2026-01-18 01:48:21.728	2026-01-18 01:48:22.393	1	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
68	2026-01-18 01:57:53.943	2026-01-18 01:57:54.715	3	plain water	0	0	0	0	2	0.036	0.298643	0	0	0	0	0	2026-01-18 01:57:53.943
69	2026-01-18 02:30:50.023	2026-01-18 02:30:50.276	5	plain water	0	0	0	0	6	0.108	1.311933	0	0	0	0	0	2026-01-18 02:30:50.023
72	2026-01-18 03:22:12.737	2026-01-18 03:22:12.951	7	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
73	2026-01-18 03:22:27.158	2026-01-18 03:22:29.230	7	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
76	2026-01-18 04:22:23.791	2026-01-18 04:22:24.057	7	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
77	2026-01-18 04:37:13.362	2026-01-18 04:37:13.562	7	plain water	0	0	0	0	3	0.054	0.481373	0	0	0	0	0	2026-01-18 04:37:13.362
78	2026-01-18 04:38:49.660	2026-01-18 04:38:51.880	3	plain water	0	0	0	0	8	0.144	1.554058	0	0	0	0	0	2026-01-18 04:38:49.660
79	2026-01-18 05:12:00.982	2026-01-18 05:12:01.933	1	plain water	0	0	0	0	5	0.09	0.936445	0	0	0	0	0	2026-01-18 05:12:00.982
85	2026-01-18 06:23:10.314	2026-01-18 06:23:11.707	1	plain water	0	0	0	0	7	0.126	1.37672	0	0	0	0	0	2026-01-18 06:23:10.314
86	2026-01-18 06:36:42.924	2026-01-18 06:36:44.489	1	plain water	0	0	0	0	7	0.126	1.454251	0	0	0	0	0	2026-01-18 06:36:42.924
87	2026-01-18 06:52:49.918	2026-01-18 06:52:50.394	7	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
88	2026-01-18 07:05:50.290	2026-01-18 07:05:52.429	8	saccharin	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
90	2026-01-18 07:24:01.068	2026-01-18 07:24:06.455	1	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
92	2026-01-18 07:33:42.021	2026-01-18 07:33:45.752	8	saccharin	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
95	2026-01-18 07:41:33.017	2026-01-18 07:41:34.330	1	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
96	2026-01-18 07:57:17.892	2026-01-18 07:57:18.651	1	plain water	0	0	0	0	6	0.108	1.203873	0	0	0	0	0	2026-01-18 07:57:17.892
99	2026-01-18 08:16:06.214	2026-01-18 08:16:06.988	4	saccharin	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
103	2026-01-18 08:21:49.329	2026-01-18 08:21:49.529	4	saccharin	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
104	2026-01-18 08:33:24.233	2026-01-18 08:33:24.992	4	saccharin	0	0	0	0	6	0.108	1.217367	0	0	0	0	0	2026-01-18 08:33:24.233
105	2026-01-18 08:42:02.663	2026-01-18 08:42:03.534	2	saccharin	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
106	2026-01-18 08:51:35.310	2026-01-18 08:51:36.207	3	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
109	2026-01-18 09:18:41.645	2026-01-18 09:18:41.845	3	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
113	2026-01-18 09:31:50.796	2026-01-18 09:31:51.786	4	saccharin	0	0	0	0	4	0.072	0.666273	0	0	0	0	0	2026-01-18 09:31:50.796
115	2026-01-18 09:35:36.855	2026-01-18 09:35:38.284	7	plain water	0	0	0	0	5	0.09	0.772184	0	0	0	0	0	2026-01-18 09:35:36.855
117	2026-01-18 09:46:22.301	2026-01-18 09:46:23.278	4	saccharin	0	0	0	0	5	0.09	1.020683	0	0	0	0	0	2026-01-18 09:46:22.301
120	2026-01-18 09:56:32.198	2026-01-18 09:56:34.226	5	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
121	2026-01-18 09:59:32.829	2026-01-18 09:59:34.144	3	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
122	2026-01-18 10:16:50.349	2026-01-18 10:16:52.364	8	saccharin	0	0	0	0	3	0.054	0.634226	0	0	0	0	0	2026-01-18 10:16:50.349
124	2026-01-18 10:48:02.645	2026-01-18 10:48:03.632	3	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
125	2026-01-18 10:57:07.386	2026-01-18 10:57:09.518	1	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
126	2026-01-18 11:04:26.528	2026-01-18 11:04:27.109	7	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
128	2026-01-18 11:17:55.442	2026-01-18 11:17:56.142	3	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
129	2026-01-18 11:22:32.584	2026-01-18 11:22:33.448	7	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
130	2026-01-18 11:25:41.337	2026-01-18 11:25:42.599	7	plain water	0	0	0	0	5	0.09	0.969659	0	0	0	0	0	2026-01-18 11:25:41.337
132	2026-01-18 11:38:47.468	2026-01-18 11:38:49.033	6	saccharin	0	0	0	0	2	0.036	0.327304	0	0	0	0	0	2026-01-18 11:38:47.468
133	2026-01-18 11:54:36.597	2026-01-18 11:54:38.384	7	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
135	2026-01-18 11:57:44.887	2026-01-18 11:57:48.019	1	plain water	0	0	0	0	4	0.072	0.741876	0	0	0	0	0	2026-01-18 11:57:44.887
137	2026-01-18 12:10:05.998	2026-01-18 12:10:06.456	6	saccharin	0	0	0	0	7	0.126	1.51748	0	0	0	0	0	2026-01-18 12:10:05.998
138	2026-01-18 12:22:17.401	2026-01-18 12:22:19.173	1	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
140	2026-01-18 12:37:28.606	2026-01-18 12:37:29.319	7	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
141	2026-01-18 12:38:18.180	2026-01-18 12:38:19.733	1	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
142	2026-01-18 12:40:03.991	2026-01-18 12:40:05.100	7	plain water	0	0	0	0	5	0.09	1.087466	0	0	0	0	0	2026-01-18 12:40:03.991
143	2026-01-18 12:49:13.926	2026-01-18 12:49:14.620	1	plain water	0	0	0	0	9	0.162	1.782831	0	0	0	0	0	2026-01-18 12:49:13.926
145	2026-01-18 12:59:13.364	2026-01-18 12:59:15.110	1	plain water	0	0	0	0	7	0.126	1.25392	0	0	0	0	0	2026-01-18 12:59:13.364
148	2026-01-18 13:27:55.093	2026-01-18 13:27:55.344	5	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
149	2026-01-18 13:30:51.026	2026-01-18 13:30:52.145	3	plain water	0	0	0	0	8	0.144	1.222129	0	0	0	0	0	2026-01-18 13:30:51.026
150	2026-01-18 13:45:01.195	2026-01-18 13:45:01.716	1	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
151	2026-01-18 13:46:07.869	2026-01-18 13:46:08.429	7	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
153	2026-01-18 13:50:19.950	2026-01-18 13:50:22.777	5	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
155	2026-01-18 14:17:40.148	2026-01-18 14:17:41.316	3	plain water	0	0	0	0	6	0.108	1.095534	0	0	0	0	0	2026-01-18 14:17:40.148
156	2026-01-18 14:22:29.436	2026-01-18 14:22:32.333	8	saccharin	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
157	2026-01-18 14:23:26.256	2026-01-18 14:23:26.956	3	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
158	2026-01-18 14:30:29.481	2026-01-18 14:30:30.119	3	plain water	0	0	0	0	4	0.072	0.614415	0	0	0	0	0	2026-01-18 14:30:29.481
160	2026-01-18 14:51:04.862	2026-01-18 14:51:05.650	5	plain water	0	0	0	0	7	0.126	1.107966	0	0	0	0	0	2026-01-18 14:51:04.862
162	2026-01-18 14:55:00.876	2026-01-18 14:55:01.443	2	saccharin	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
163	2026-01-18 15:02:15.882	2026-01-18 15:02:16.601	7	plain water	0	0	0	0	6	0.108	1.199379	0	0	0	0	0	2026-01-18 15:02:15.882
165	2026-01-18 15:25:08.101	2026-01-18 15:25:09.461	5	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
166	2026-01-18 15:25:13.088	2026-01-18 15:25:17.406	5	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
167	2026-01-18 15:38:05.390	2026-01-18 15:38:06.188	4	saccharin	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
168	2026-01-18 15:43:30.629	2026-01-18 15:43:36.014	1	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
169	2026-01-18 15:51:10.091	2026-01-18 15:51:11.893	7	plain water	0	0	0	0	5	0.09	0.912976	0	0	0	0	0	2026-01-18 15:51:10.091
171	2026-01-18 16:01:48.150	2026-01-18 16:01:48.832	4	saccharin	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
172	2026-01-18 16:01:52.283	2026-01-18 16:01:52.819	3	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
174	2026-01-18 16:09:58.327	2026-01-18 16:09:58.682	3	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
175	2026-01-18 16:12:12.514	2026-01-18 16:12:19.316	6	saccharin	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
177	2026-01-18 16:22:24.560	2026-01-18 16:22:27.139	3	plain water	0	0	0	0	2	0.036	0.339915	0	0	0	0	0	2026-01-18 16:22:24.560
179	2026-01-18 16:34:35.897	2026-01-18 16:34:38.227	1	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
180	2026-01-18 16:35:43.871	2026-01-18 16:35:47.732	5	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
181	2026-01-18 16:40:07.574	2026-01-18 16:40:08.918	1	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
182	2026-01-18 17:02:13.592	2026-01-18 17:02:14.161	5	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
184	2026-01-18 17:09:40.617	2026-01-18 17:09:41.873	4	saccharin	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
185	2026-01-18 17:19:26.990	2026-01-18 17:19:27.193	4	saccharin	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
186	2026-01-18 17:48:15.201	2026-01-18 17:48:17.963	6	saccharin	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
187	2026-01-18 17:50:32.953	2026-01-18 17:50:33.225	1	plain water	0	0	0	0	9	0.162	1.62512	0	0	0	0	0	2026-01-18 17:50:32.953
189	2026-01-18 19:31:57.143	2026-01-18 19:31:57.421	5	plain water	0	0	0	0	8	0.144	1.754027	0	0	0	0	0	2026-01-18 19:31:57.143
190	2026-01-18 19:54:48.796	2026-01-18 19:54:53.501	7	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
191	2026-01-18 20:04:35.620	2026-01-18 20:04:36.320	2	saccharin	0	0	0	0	4	0.072	0.598315	0	0	0	0	0	2026-01-18 20:04:35.620
193	2026-01-18 20:57:03.924	2026-01-18 20:57:05.012	1	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
194	2026-01-18 21:07:50.574	2026-01-18 21:07:51.380	5	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
195	2026-01-18 21:17:58.584	2026-01-18 21:18:00.650	1	plain water	0	0	0	0	2	0.036	0.375695	0	0	0	0	0	2026-01-18 21:17:58.584
196	2026-01-18 21:43:46.062	2026-01-18 21:43:48.084	7	plain water	0	0	0	0	5	0.09	0.742881	0	0	0	0	0	2026-01-18 21:43:46.062
197	2026-01-18 21:46:02.201	2026-01-18 21:46:04.015	7	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
198	2026-01-18 21:49:28.718	2026-01-18 21:49:30.475	3	plain water	0	0	0	0	4	0.072	0.63537	0	0	0	0	0	2026-01-18 21:49:28.718
199	2026-01-18 21:55:19.119	2026-01-18 21:55:20.197	4	saccharin	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
202	2026-01-18 22:29:45.282	2026-01-18 22:29:47.759	5	plain water	0	0	0	0	3	0.054	0.544727	0	0	0	0	0	2026-01-18 22:29:45.282
205	2026-01-19 00:12:26.545	2026-01-19 00:12:28.174	1	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
208	2026-01-19 02:02:28.128	2026-01-19 02:02:28.658	5	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
209	2026-01-19 02:12:48.638	2026-01-19 02:12:50.145	5	plain water	0	0	0	0	4	0.072	0.595417	0	0	0	0	0	2026-01-19 02:12:48.638
210	2026-01-19 02:25:12.836	2026-01-19 02:25:13.536	2	saccharin	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
212	2026-01-19 02:44:59.909	2026-01-19 02:45:00.887	1	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
213	2026-01-19 02:53:34.553	2026-01-19 02:53:37.261	5	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
216	2026-01-19 03:34:24.802	2026-01-19 03:34:25.002	5	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
217	2026-01-19 03:53:30.948	2026-01-19 03:53:31.673	1	plain water	0	0	0	0	4	0.072	0.611164	0	0	0	0	0	2026-01-19 03:53:30.948
218	2026-01-19 04:02:58.020	2026-01-19 04:03:00.402	7	plain water	0	0	0	0	3	0.054	0.62177	0	0	0	0	0	2026-01-19 04:02:58.020
219	2026-01-19 04:08:29.154	2026-01-19 04:08:32.789	5	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
220	2026-01-19 04:16:42.825	2026-01-19 04:16:45.675	3	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
221	2026-01-19 04:21:22.421	2026-01-19 04:21:23.299	2	saccharin	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
222	2026-01-19 05:03:10.739	2026-01-19 05:03:11.596	8	saccharin	0	0	0	0	4	0.072	0.728293	0	0	0	0	0	2026-01-19 05:03:10.739
225	2026-01-19 06:14:17.620	2026-01-19 06:14:19.326	5	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
226	2026-01-19 06:14:31.756	2026-01-19 06:14:34.357	2	saccharin	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
228	2026-01-19 06:20:27.304	2026-01-19 06:20:29.142	2	saccharin	0	0	0	0	7	0.126	1.075699	0	0	0	0	0	2026-01-19 06:20:27.304
230	2026-01-19 06:23:12.871	2026-01-19 06:23:13.210	2	saccharin	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
231	2026-01-19 06:32:32.452	2026-01-19 06:32:34.697	3	plain water	0	0	0	0	6	0.108	0.854912	0	0	0	0	0	2026-01-19 06:32:32.452
234	2026-01-19 06:35:56.470	2026-01-19 06:35:56.705	8	saccharin	0	0	0	0	9	0.162	1.706302	0	0	0	0	0	2026-01-19 06:35:56.470
235	2026-01-19 06:37:26.233	2026-01-19 06:37:27.319	5	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
237	2026-01-19 06:44:03.015	2026-01-19 06:44:05.241	4	saccharin	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
239	2026-01-19 06:48:43.948	2026-01-19 06:48:44.444	5	plain water	0	0	0	0	9	0.162	1.279171	0	0	0	0	0	2026-01-19 06:48:43.948
240	2026-01-19 06:50:50.913	2026-01-19 06:50:51.541	2	saccharin	0	0	0	0	2	0.036	0.377255	0	0	0	0	0	2026-01-19 06:50:50.913
241	2026-01-19 06:51:20.619	2026-01-19 06:51:24.008	1	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
243	2026-01-19 06:55:01.799	2026-01-19 06:55:04.846	3	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
244	2026-01-19 06:59:00.695	2026-01-19 06:59:01.924	5	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
245	2026-01-19 07:13:15.647	2026-01-19 07:13:16.721	3	plain water	0	0	0	0	4	0.072	0.760796	0	0	0	0	0	2026-01-19 07:13:15.647
247	2026-01-19 07:23:21.874	2026-01-19 07:23:28.769	3	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
248	2026-01-19 07:31:03.088	2026-01-19 07:31:04.442	5	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
249	2026-01-19 07:35:56.266	2026-01-19 07:36:00.169	8	saccharin	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
250	2026-01-19 07:40:50.608	2026-01-19 07:40:52.459	5	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
251	2026-01-19 07:43:07.764	2026-01-19 07:43:09.535	7	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
254	2026-01-19 08:13:05.405	2026-01-19 08:13:06.073	8	saccharin	0	0	0	0	3	0.054	0.600364	0	0	0	0	0	2026-01-19 08:13:05.405
255	2026-01-19 08:22:54.811	2026-01-19 08:22:55.830	8	saccharin	0	0	0	0	5	0.09	0.761967	0	0	0	0	0	2026-01-19 08:22:54.811
256	2026-01-19 08:24:56.389	2026-01-19 08:24:56.967	3	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
257	2026-01-19 08:29:03.204	2026-01-19 08:29:05.089	7	plain water	0	0	0	0	3	0.054	0.632949	0	0	0	0	0	2026-01-19 08:29:03.204
258	2026-01-19 08:40:18.263	2026-01-19 08:40:20.909	6	saccharin	0	0	0	0	6	0.108	0.988117	0	0	0	0	0	2026-01-19 08:40:18.263
261	2026-01-19 08:45:38.419	2026-01-19 08:45:40.148	2	saccharin	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
262	2026-01-19 08:47:28.834	2026-01-19 08:47:30.117	3	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
263	2026-01-19 08:52:57.788	2026-01-19 08:52:58.354	8	saccharin	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
266	2026-01-19 09:09:01.276	2026-01-19 09:09:02.064	3	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
268	2026-01-19 09:09:13.281	2026-01-19 09:09:14.030	8	saccharin	0	0	0	0	5	0.09	0.910403	0	0	0	0	0	2026-01-19 09:09:13.281
269	2026-01-19 09:30:36.712	2026-01-19 09:30:40.245	7	plain water	0	0	0	0	3	0.054	0.535307	0	0	0	0	0	2026-01-19 09:30:36.712
270	2026-01-19 09:30:49.928	2026-01-19 09:30:51.040	5	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
272	2026-01-19 09:31:55.331	2026-01-19 09:31:55.948	5	plain water	0	0	0	0	6	0.108	1.045961	0	0	0	0	0	2026-01-19 09:31:55.331
273	2026-01-19 09:38:46.225	2026-01-19 09:38:48.831	5	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
274	2026-01-19 09:38:58.313	2026-01-19 09:38:59.769	7	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
275	2026-01-19 09:40:49.056	2026-01-19 09:40:50.324	7	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
276	2026-01-19 09:46:36.203	2026-01-19 09:46:37.822	7	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
277	2026-01-19 09:48:56.860	2026-01-19 09:48:58.730	1	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
279	2026-01-19 10:03:15.540	2026-01-19 10:03:16.280	3	plain water	0	0	0	0	3	0.054	0.610688	0	0	0	0	0	2026-01-19 10:03:15.540
284	2026-01-19 10:55:50.670	2026-01-19 10:55:52.421	5	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
287	2026-01-19 11:05:57.856	2026-01-19 11:05:58.384	2	saccharin	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
290	2026-01-19 11:15:04.377	2026-01-19 11:15:04.869	3	plain water	0	0	0	0	1	0.018	0.161784	0	0	0	0	0	2026-01-19 11:15:04.377
294	2026-01-19 11:27:42.788	2026-01-19 11:27:42.988	5	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
297	2026-01-19 11:46:19.035	2026-01-19 11:46:20.056	1	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
299	2026-01-19 12:15:46.573	2026-01-19 12:15:46.922	1	plain water	0	0	0	0	6	0.108	1.042426	0	0	0	0	0	2026-01-19 12:15:46.573
300	2026-01-19 12:30:37.562	2026-01-19 12:30:38.557	3	plain water	0	0	0	0	9	0.162	1.384952	0	0	0	0	0	2026-01-19 12:30:37.562
305	2026-01-19 12:43:46.156	2026-01-19 12:43:52.227	3	plain water	0	0	0	0	7	0.126	1.090515	0	0	0	0	0	2026-01-19 12:43:46.156
307	2026-01-19 12:57:56.366	2026-01-19 12:57:57.010	1	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
308	2026-01-19 12:58:44.971	2026-01-19 12:58:45.426	5	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
310	2026-01-19 13:05:20.187	2026-01-19 13:05:20.387	5	plain water	0	0	0	0	0	0.0	0.0	0	0	0	0	0	
