VisitID	Start	End	Side	Bottle	SideCondition	SideError	TimeError	ConditionError	LickNumber	LickContactTime	LickDuration	AirState	DoorState	LED1State	LED2State	LED3State	LickStartTime
99	2026-01-25 16:28:57.518	2026-01-25 16:28:59.383	7	plain water	-1	1	0	1	4	0.072	0.613326	0	0	0	0	0	2026-01-25 16:28:57.518
100	2026-01-25 16:32:45.571	2026-01-25 16:32:45.771	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
101	2026-01-25 16:39:44.883	2026-01-25 16:39:49.255	6	saccharin	1	0	0	0	8	0.144	1.688889	0	0	0	0	0	2026-01-25 16:39:44.883
103	2026-01-25 17:05:56.062	2026-01-25 17:05:58.650	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
104	2026-01-25 17:08:31.795	2026-01-25 17:08:32.482	5	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
105	2026-01-25 17:11:36.773	2026-01-25 17:11:37.464	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
108	2026-01-25 17:24:36.478	2026-01-25 17:24:37.371	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
109	2026-01-25 17:30:38.301	2026-01-25 17:30:42.605	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
113	2026-01-25 17:41:17.978	2026-01-25 17:41:20.317	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
119	2026-01-25 18:35:18.099	2026-01-25 18:35:18.684	6	saccharin	1	0	0	0	10	0.18	1.449063	0	0	0	0	0	2026-01-25 18:35:18.099
121	2026-01-25 19:57:35.964	2026-01-25 19:57:37.466	2	saccharin	-1	1	0	1	2	0.036	0.305429	0	0	0	0	0	2026-01-25 19:57:35.964
122	2026-01-25 20:55:42.273	2026-01-25 20:55:43.854	5	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
125	2026-01-25 22:05:00.793	2026-01-25 22:05:02.538	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
126	2026-01-25 22:30:53.569	2026-01-25 22:30:57.239	5	plain water	1	0	0	0	11	0.198	2.22854	0	0	0	0	0	2026-01-25 22:30:53.569
127	2026-01-25 23:00:55.978	2026-01-25 23:00:57.119	5	plain water	1	0	0	0	17	0.306	3.462428	0	0	0	0	0	2026-01-25 23:00:55.978
128	2026-01-25 23:08:23.534	2026-01-25 23:08:25.353	3	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
129	2026-01-25 23:19:56.928	2026-01-25 23:19:57.405	7	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
130	2026-01-25 23:20:27.794	2026-01-25 23:20:28.761	6	saccharin	1	0	0	0	7	0.126	1.376649	0	0	0	0	0	2026-01-25 23:20:27.794
131	2026-01-25 23:53:06.145	2026-01-25 23:53:06.982	5	plain water	1	0	0	0	8	0.144	1.493254	0	0	0	0	0	2026-01-25 23:53:06.145
134	2026-01-26 00:25:35.729	2026-01-26 00:25:38.423	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
137	2026-01-26 00:29:09.436	2026-01-26 00:29:10.837	5	plain water	1	0	0	0	11	0.198	2.072679	0	0	0	0	0	2026-01-26 00:29:09.436
138	2026-01-26 01:01:29.829	2026-01-26 01:01:30.700	8	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
140	2026-01-26 02:25:06.119	2026-01-26 02:25:07.571	5	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
141	2026-01-26 02:38:22.221	2026-01-26 02:38:23.399	6	saccharin	1	0	0	0	15	0.27	2.705202	0	0	0	0	0	2026-01-26 02:38:22.221
144	2026-01-26 04:05:08.795	2026-01-26 04:05:12.308	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
145	2026-01-26 04:14:39.912	2026-01-26 04:14:40.612	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
147	2026-01-26 04:20:21.707	2026-01-26 04:20:22.678	5	plain water	1	0	0	0	10	0.18	1.785353	0	0	0	0	0	2026-01-26 04:20:21.707
151	2026-01-26 06:10:20.859	2026-01-26 06:10:22.022	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
152	2026-01-26 06:10:51.692	2026-01-26 06:10:52.651	6	saccharin	1	0	0	0	10	0.18	1.913398	0	0	0	0	0	2026-01-26 06:10:51.692
153	2026-01-26 06:16:26.254	2026-01-26 06:16:29.603	5	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
156	2026-01-26 06:29:51.794	2026-01-26 06:29:52.810	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
158	2026-01-26 06:47:50.137	2026-01-26 06:47:50.337	5	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
159	2026-01-26 06:53:38.849	2026-01-26 06:53:41.832	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
160	2026-01-26 06:55:19.704	2026-01-26 06:55:20.498	1	plain water	-1	1	0	1	1	0.018	0.146368	0	0	0	0	0	2026-01-26 06:55:19.704
161	2026-01-26 07:10:03.111	2026-01-26 07:10:06.616	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
162	2026-01-26 07:20:45.934	2026-01-26 07:20:48.221	6	saccharin	1	0	0	0	14	0.252	1.978883	0	0	0	0	0	2026-01-26 07:20:45.934
163	2026-01-26 07:22:25.845	2026-01-26 07:22:27.532	5	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
164	2026-01-26 07:25:45.743	2026-01-26 07:25:47.121	5	plain water	1	0	0	0	16	0.288	2.699458	0	0	0	0	0	2026-01-26 07:25:45.743
166	2026-01-26 07:38:07.319	2026-01-26 07:38:08.133	8	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
168	2026-01-26 07:50:47.192	2026-01-26 07:50:49.556	6	saccharin	1	0	0	0	9	0.162	1.714837	0	0	0	0	0	2026-01-26 07:50:47.192
170	2026-01-26 07:54:41.083	2026-01-26 07:54:45.698	3	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
171	2026-01-26 07:56:55.260	2026-01-26 07:56:57.168	3	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
175	2026-01-26 08:16:22.604	2026-01-26 08:16:26.139	2	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
176	2026-01-26 08:17:53.929	2026-01-26 08:17:54.398	2	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
177	2026-01-26 08:19:48.369	2026-01-26 08:19:49.245	6	saccharin	1	0	0	0	13	0.234	2.73899	0	0	0	0	0	2026-01-26 08:19:48.369
178	2026-01-26 08:22:39.781	2026-01-26 08:22:41.674	5	plain water	1	0	0	0	8	0.144	1.670644	0	0	0	0	0	2026-01-26 08:22:39.781
182	2026-01-26 09:00:47.102	2026-01-26 09:00:47.302	5	plain water	1	0	0	0	9	0.162	1.9649	0	0	0	0	0	2026-01-26 09:00:47.102
184	2026-01-26 09:09:56.816	2026-01-26 09:09:58.543	6	saccharin	1	0	0	0	12	0.216	2.091087	0	0	0	0	0	2026-01-26 09:09:56.816
185	2026-01-26 09:10:06.384	2026-01-26 09:10:08.728	5	plain water	1	0	0	0	13	0.234	1.822579	0	0	0	0	0	2026-01-26 09:10:06.384
189	2026-01-26 09:43:00.184	2026-01-26 09:43:03.581	5	plain water	1	0	0	0	4	0.072	0.796864	0	0	0	0	0	2026-01-26 09:43:00.184
192	2026-01-26 09:55:08.730	2026-01-26 09:55:10.330	6	saccharin	1	0	0	0	12	0.216	1.854791	0	0	0	0	0	2026-01-26 09:55:08.730
193	2026-01-26 10:01:00.956	2026-01-26 10:01:02.150	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
197	2026-01-26 10:09:05.149	2026-01-26 10:09:08.557	6	saccharin	1	0	0	0	12	0.216	2.002323	0	0	0	0	0	2026-01-26 10:09:05.149
199	2026-01-26 10:14:49.976	2026-01-26 10:14:53.203	5	plain water	1	0	0	0	8	0.144	1.653243	0	0	0	0	0	2026-01-26 10:14:49.976
202	2026-01-26 10:29:11.110	2026-01-26 10:29:12.296	5	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
203	2026-01-26 10:30:08.490	2026-01-26 10:30:09.190	7	plain water	-1	1	0	1	2	0.036	0.36523	0	0	0	0	0	2026-01-26 10:30:08.490
205	2026-01-26 10:31:40.190	2026-01-26 10:31:44.309	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
206	2026-01-26 10:35:38.540	2026-01-26 10:35:40.476	7	plain water	-1	1	0	1	2	0.036	0.380381	0	0	0	0	0	2026-01-26 10:35:38.540
209	2026-01-26 10:37:06.437	2026-01-26 10:37:07.388	5	plain water	1	0	0	0	7	0.126	0.982263	0	0	0	0	0	2026-01-26 10:37:06.437
211	2026-01-26 10:42:45.873	2026-01-26 10:42:47.803	3	plain water	-1	1	0	1	7	0.126	1.227187	0	0	0	0	0	2026-01-26 10:42:45.873
213	2026-01-26 10:46:44.110	2026-01-26 10:46:45.223	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
219	2026-01-26 11:18:31.450	2026-01-26 11:18:32.614	5	plain water	1	0	0	0	9	0.162	1.972005	0	0	0	0	0	2026-01-26 11:18:31.450
220	2026-01-26 11:19:55.479	2026-01-26 11:19:56.531	6	saccharin	1	0	0	0	14	0.252	2.300288	0	0	0	0	0	2026-01-26 11:19:55.479
221	2026-01-26 11:20:17.075	2026-01-26 11:20:22.061	7	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
223	2026-01-26 11:21:42.380	2026-01-26 11:21:42.849	2	saccharin	-1	1	0	1	1	0.018	0.204287	0	0	0	0	0	2026-01-26 11:21:42.380
224	2026-01-26 11:25:27.451	2026-01-26 11:25:29.058	7	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
227	2026-01-26 11:36:53.567	2026-01-26 11:36:55.267	2	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
228	2026-01-26 11:41:05.767	2026-01-26 11:41:06.106	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
229	2026-01-26 11:45:04.787	2026-01-26 11:45:07.922	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
231	2026-01-26 11:52:38.257	2026-01-26 11:52:39.615	5	plain water	1	0	0	0	14	0.252	3.058262	0	0	0	0	0	2026-01-26 11:52:38.257
235	2026-01-26 12:13:51.615	2026-01-26 12:13:51.815	6	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
236	2026-01-26 12:14:00.908	2026-01-26 12:14:05.917	3	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
239	2026-01-26 12:36:21.390	2026-01-26 12:36:22.291	8	saccharin	-1	1	0	1	1	0.018	0.219168	0	0	0	0	0	2026-01-26 12:36:21.390
241	2026-01-26 12:39:26.954	2026-01-26 12:39:28.366	5	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
243	2026-01-26 12:46:44.688	2026-01-26 12:46:46.400	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
244	2026-01-26 12:50:00.385	2026-01-26 12:50:04.218	5	plain water	1	0	0	0	7	0.126	1.537117	0	0	0	0	0	2026-01-26 12:50:00.385
245	2026-01-26 12:50:40.023	2026-01-26 12:50:41.781	5	plain water	1	0	0	0	9	0.162	1.786558	0	0	0	0	0	2026-01-26 12:50:40.023
246	2026-01-26 13:00:42.003	2026-01-26 13:00:42.339	5	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
248	2026-01-26 13:11:37.076	2026-01-26 13:11:38.139	6	saccharin	1	0	0	0	11	0.198	1.586762	0	0	0	0	0	2026-01-26 13:11:37.076
252	2026-01-26 13:38:31.069	2026-01-26 13:38:33.324	2	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
254	2026-01-26 13:42:06.858	2026-01-26 13:42:08.478	5	plain water	1	0	0	0	7	0.126	1.539389	0	0	0	0	0	2026-01-26 13:42:06.858
255	2026-01-26 13:44:20.234	2026-01-26 13:44:20.906	5	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
256	2026-01-26 13:55:57.014	2026-01-26 13:56:01.419	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
257	2026-01-26 14:00:28.716	2026-01-26 14:00:29.896	6	saccharin	1	0	0	0	11	0.198	1.666035	0	0	0	0	0	2026-01-26 14:00:28.716
258	2026-01-26 14:28:38.000	2026-01-26 14:28:39.198	5	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
259	2026-01-26 14:31:37.902	2026-01-26 14:31:38.921	6	saccharin	1	0	0	0	9	0.162	1.51498	0	0	0	0	0	2026-01-26 14:31:37.902
260	2026-01-26 14:40:48.124	2026-01-26 14:40:48.684	5	plain water	1	0	0	0	11	0.198	1.689227	0	0	0	0	0	2026-01-26 14:40:48.124
266	2026-01-26 15:07:44.429	2026-01-26 15:07:45.659	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
267	2026-01-26 15:08:23.203	2026-01-26 15:08:24.139	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
268	2026-01-26 15:13:19.427	2026-01-26 15:13:20.268	6	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
269	2026-01-26 15:15:24.414	2026-01-26 15:15:25.651	5	plain water	1	0	0	0	16	0.288	2.46692	0	0	0	0	0	2026-01-26 15:15:24.414
273	2026-01-26 15:33:45.417	2026-01-26 15:33:46.333	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
277	2026-01-26 16:00:34.694	2026-01-26 16:00:35.983	7	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
278	2026-01-26 16:18:01.233	2026-01-26 16:18:02.315	8	saccharin	-1	1	0	1	3	0.054	0.542918	0	0	0	0	0	2026-01-26 16:18:01.233
279	2026-01-26 16:25:06.686	2026-01-26 16:25:08.035	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
280	2026-01-26 16:31:29.776	2026-01-26 16:31:31.592	5	plain water	1	0	0	0	13	0.234	2.767714	0	0	0	0	0	2026-01-26 16:31:29.776
284	2026-01-26 17:01:43.067	2026-01-26 17:01:45.615	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
286	2026-01-26 17:07:22.971	2026-01-26 17:07:23.354	5	plain water	1	0	0	0	15	0.27	2.775764	0	0	0	0	0	2026-01-26 17:07:22.971
287	2026-01-26 17:18:36.128	2026-01-26 17:18:36.768	5	plain water	1	0	0	0	9	0.162	1.717389	0	0	0	0	0	2026-01-26 17:18:36.128
290	2026-01-26 17:36:33.981	2026-01-26 17:36:34.251	3	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
292	2026-01-26 17:39:26.775	2026-01-26 17:39:27.737	6	saccharin	1	0	0	0	14	0.252	2.959475	0	0	0	0	0	2026-01-26 17:39:26.775
293	2026-01-26 17:47:29.527	2026-01-26 17:47:35.460	8	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
294	2026-01-26 17:49:16.445	2026-01-26 17:49:17.973	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
298	2026-01-26 19:00:00.797	2026-01-26 19:00:02.125	5	plain water	1	0	0	0	9	0.162	1.599227	0	0	0	0	0	2026-01-26 19:00:00.797
300	2026-01-26 19:21:14.364	2026-01-26 19:21:17.525	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
301	2026-01-26 19:57:32.989	2026-01-26 19:57:34.751	5	plain water	1	0	0	0	11	0.198	1.763177	0	0	0	0	0	2026-01-26 19:57:32.989
302	2026-01-26 20:02:59.176	2026-01-26 20:03:02.359	6	saccharin	1	0	0	0	10	0.18	1.785954	0	0	0	0	0	2026-01-26 20:02:59.176
303	2026-01-26 20:07:11.108	2026-01-26 20:07:12.989	5	plain water	1	0	0	0	20	0.36	3.251589	0	0	0	0	0	2026-01-26 20:07:11.108
305	2026-01-26 20:55:55.981	2026-01-26 20:55:59.244	5	plain water	1	0	0	0	9	0.162	1.303405	0	0	0	0	0	2026-01-26 20:55:55.981
307	2026-01-26 22:08:34.110	2026-01-26 22:08:34.310	5	plain water	1	0	0	0	4	0.072	0.577947	0	0	0	0	0	2026-01-26 22:08:34.110
309	2026-01-26 22:36:57.519	2026-01-26 22:37:01.086	5	plain water	1	0	0	0	15	0.27	2.384648	0	0	0	0	0	2026-01-26 22:36:57.519
310	2026-01-26 23:51:38.574	2026-01-26 23:51:40.868	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
311	2026-01-26 23:56:33.261	2026-01-26 23:56:34.576	5	plain water	1	0	0	0	8	0.144	1.207424	0	0	0	0	0	2026-01-26 23:56:33.261
312	2026-01-27 00:01:20.596	2026-01-27 00:01:23.366	5	plain water	1	0	0	0	10	0.18	2.040617	0	0	0	0	0	2026-01-27 00:01:20.596
313	2026-01-27 00:10:40.803	2026-01-27 00:10:44.773	6	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
317	2026-01-27 02:02:09.087	2026-01-27 02:02:11.873	2	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
319	2026-01-27 02:25:39.899	2026-01-27 02:25:41.277	5	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
325	2026-01-27 05:38:08.862	2026-01-27 05:38:10.216	6	saccharin	1	0	0	0	12	0.216	2.325445	0	0	0	0	0	2026-01-27 05:38:08.862
326	2026-01-27 05:39:09.784	2026-01-27 05:39:12.495	6	saccharin	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
327	2026-01-27 05:46:39.957	2026-01-27 05:46:43.058	7	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
328	2026-01-27 06:04:26.424	2026-01-27 06:04:27.025	5	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
331	2026-01-27 06:17:25.793	2026-01-27 06:17:27.307	5	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
332	2026-01-27 06:24:13.538	2026-01-27 06:24:15.336	5	plain water	1	0	0	0	7	0.126	1.451251	0	0	0	0	0	2026-01-27 06:24:13.538
334	2026-01-27 06:29:12.043	2026-01-27 06:29:14.404	3	plain water	-1	1	0	1	6	0.108	1.303589	0	0	0	0	0	2026-01-27 06:29:12.043
336	2026-01-27 06:34:21.098	2026-01-27 06:34:21.460	5	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
338	2026-01-27 06:43:21.969	2026-01-27 06:43:23.412	5	plain water	1	0	0	0	12	0.216	2.545689	0	0	0	0	0	2026-01-27 06:43:21.969
340	2026-01-27 06:46:56.445	2026-01-27 06:46:57.592	5	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
341	2026-01-27 06:54:16.566	2026-01-27 06:54:17.619	6	saccharin	1	0	0	0	13	0.234	2.45015	0	0	0	0	0	2026-01-27 06:54:16.566
343	2026-01-27 06:56:14.980	2026-01-27 06:56:18.999	5	plain water	1	0	0	0	10	0.18	1.74258	0	0	0	0	0	2026-01-27 06:56:14.980
344	2026-01-27 07:01:51.000	2026-01-27 07:01:52.862	5	plain water	1	0	0	0	13	0.234	2.821603	0	0	0	0	0	2026-01-27 07:01:51.000
346	2026-01-27 07:14:23.236	2026-01-27 07:14:25.300	5	plain water	1	0	0	0	11	0.198	1.951504	0	0	0	0	0	2026-01-27 07:14:23.236
348	2026-01-27 07:24:57.807	2026-01-27 07:24:58.183	5	plain water	1	0	0	0	9	0.162	1.632072	0	0	0	0	0	2026-01-27 07:24:57.807
352	2026-01-27 07:57:11.178	2026-01-27 07:57:13.227	5	plain water	1	0	0	0	8	0.144	1.53958	0	0	0	0	0	2026-01-27 07:57:11.178
354	2026-01-27 08:04:27.084	2026-01-27 08:04:27.788	6	saccharin	1	0	0	0	10	0.18	1.563028	0	0	0	0	0	2026-01-27 08:04:27.084
356	2026-01-27 08:07:39.972	2026-01-27 08:07:41.473	2	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
359	2026-01-27 08:14:10.473	2026-01-27 08:14:11.435	2	saccharin	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
360	2026-01-27 08:17:49.397	2026-01-27 08:17:49.684	5	plain water	1	0	0	0	5	0.09	1.096185	0	0	0	0	0	2026-01-27 08:17:49.397
361	2026-01-27 08:21:55.406	2026-01-27 08:21:58.577	7	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
366	2026-01-27 08:45:43.734	2026-01-27 08:45:45.466	5	plain water	1	0	0	0	12	0.216	2.174196	0	0	0	0	0	2026-01-27 08:45:43.734
367	2026-01-27 08:46:45.782	2026-01-27 08:46:48.456	5	plain water	1	0	0	0	10	0.18	1.408011	0	0	0	0	0	2026-01-27 08:46:45.782
370	2026-01-27 09:14:50.502	2026-01-27 09:14:51.960	5	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
372	2026-01-27 09:24:04.801	2026-01-27 09:24:05.182	5	plain water	1	0	0	0	0	0.0	0.0	0	0	0	0	0	
376	2026-01-27 09:40:53.594	2026-01-27 09:40:54.294	1	plain water	-1	1	0	1	0	0.0	0.0	0	0	0	0	0	
379	2026-01-27 09:48:09.155	2026-01-27 09:48:10.014	2	saccharin	-1	1	0	1	5	0.09	0.71994	0	0	0	0	0	2026-01-27 09:48:09.155
